Main_Atlas_Number,Main_Display_Name,Interior_Summary,Interior_Water_Comments,Interior_Surface_Comments,Interior_Excavation_Comments,Interior_Geophysics_Comments,Interior_Water_None,Interior_Water_Spring,Interior_Water_Stream,Interior_Water_Pool,Interior_Water_Flush,Interior_Water_Well,Interior_Water_Other,Interior_Surface_None,Interior_Surface_Round,Interior_Surface_Rectangular,Interior_Surface_Curvilinear,Interior_Surface_Roundhouse,Interior_Surface_Pit,Interior_Surface_Quarry,Interior_Surface_Other,Interior_Excavation_None,Interior_Excavation_Pit,Interior_Excavation_Posthole,Interior_Excavation_Roundhouse,Interior_Excavation_Rectangular,Interior_Excavation_Road,Interior_Excavation_Quarry,Interior_Excavation_Other,Interior_Excavation_Nothing,Interior_Geophysics_None,Interior_Geophysics_Pit,Interior_Geophysics_Roundhouse,Interior_Geophysics_Rectangular,Interior_Geophysics_Road,Interior_Geophysics_Quarry,Interior_Geophysics_Other,Interior_Geophysics_Nothing
3799,"Hickley Wood, Hampshire",Traces of quarry ditch within rampart.,Shallow dewpond in interior.,Traces of quarry ditch within rampart.,NA,NA,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3800,"Cockshot Camp, County Durham (Howbury)",No internal features are recorded,"River Tees to the N and W, Peg Beck to the S",NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3801,"Tourner Bury, Hampshire (Tunorbury; Tournorbury)",Excavations 1959 found possible Iron Age pottery from the old ground surface which was sealed by the rampart. Medieval pottery from the outer edge of the rampart. Excavations in 1968 produced further Iron Age pottery. Roman pottery has also been recovered. Possible evidence of burning below bank.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3802,"Castle Hill, Burley, Hampshire (Castle Camp, Castle-Top)",None.,Interior marshy in places - possible source?,NA,NA,NA,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3803,"Damerham Knoll Camp, Hampshire (Damerham Camp; Knoll Camp; Rockbourne Camp; Rockbourne Knoll Camp)","Possible depressions may be pits or hut circles, but uncertain, and possible sand digging.",NA,"Possible depressions may be pits or hut circles, but uncertain.",NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3804,"Ashurst Lodge, Hampshire","Mound, possibly a bowl barrow or spoil from digging of pond; latter favoured.",Water-filled pond against S inner bank.,"Mound, possibly a bowl barrow or spoil from digging of pond; latter favoured.",NA,NA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3805,"Castle Piece, Roe Wood, Hampshire (Roe Wood Inclosure)",Heavily wooded - none recorded.,NA,Heavily wooded - none recorded.,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3806,"Frankenbury, Hampshire (Frankenbury Hillfort; Godmanes Cap)",None.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3807,"Gorley Hill, Hampshire",No evidence for interior.,NA,None - site destroyed.,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3808,"Ampress Camp, Hampshire (Ampress Hole)",Finds included Iron Age and early medieval pottery. Well-preserved waterlogged deposits recorded in Watching Brief 2001,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3809,"Buckland Rings, Hampshire","Surveys for Hampshire County Council for management purposes gave evidence of entrance features and position of former excavations, but unable to give conclusive evidence for occupation. Postholes and hearth.",NA,NA,NA,"Surveys for Hampshire County Council for management purposes gave evidence of entrance features and position of former excavations, but unable to give conclusive evidence for occupation.",Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
3810,"Malwood Castle, Hampshire",None.,To NE and SE springs occur with steep and boggy sides to the ridge.,NA,NA,NA,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3811,"Tatchbury Mount, Hampshire (Tatchbury; Tatchbury Hillfort)",Two trenches excavated in advance of proposed development 2005 recorded ditches/gullies. Chance 19th century find of Iron Age comb.,NA,NA,Two trenches excavated in advance of proposed development 2005 recorded ditches/gullies.,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3812,"Whitsbury Castle Ditches, Hampshire (Whitsbury Camp; Castle Ditches)","Middle Iron Age timber house, pottery and other domestic items.",NA,NA,"Foundations of Middle Iron Age timber roundhouse, A circular house, 7.6m diameter, with hearth, postholes and drainage pit or ditch excavated near N defences where stable block now stands.",NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3813,"Ashley Wood Camp, Hampshire",Late Iron Age pottery. Possibly reoccupied in the Roman period with finds of pottery and other objects both from higher levels of ditch where excavated and spread widely over interior of the hillfort.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3814,"Tidbury Ring, Hampshire",Potboilers and Samian sherd.,NA,"Two rectangular buildings visible as cropmarks in interior possibly Roman aisled house or temple complex (Wilson 1974), with two lines of post-bases dividing nave and aisles.",No details.,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3815,"Chilworth Ring, Hampshire","Excavation through bank and ditch on N by Miss D Liddle 1928 produced few finds of flint and chert, four other cuttings producing nothing.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3816,"Holbury, Hampshire",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3817,"Woolbury Ring, Hampshire (Woolbury Ring Camp)",Date of isolated pits suggested by excavation as early to middle Iron Age. Interior divided by small ditches into enclosures. Finds dating construction to early Iron Age c. 550 BC.,NA,NA,Date of pits suggested by excavation as early to middle Iron Age. Interior divided by small ditches into enclosures.,"Isolated pits, especially in E.",Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
3819,"Riggonhead, East Lothian",Featureless apart from a large quarry,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3820,"Kilspindie Golf Course, East Lothian (Roond Point)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3821,"North Foreland Lighthouse, Kent",No information,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3822,"Capital House, Margate, Kent","Pits, postholes, ditches and gullies with pottery discovered during excavations",NA,NA,Ditches and gullies,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3823,"Homestall Wood, Kent",A second rectangular enclosure lies within the larger enclosure.,A stream breaches the ramparts in the E,Rectangular feature,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3824,"Black Castle, Newlands, East Lothian (Black Castle Woods)","Probably cultivated before being planted with trees, it is featureless apart from a shallow depression adjacent a later quarry on the NW",NA,Circular depression,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3825,"Lockerly Camp, Hampshire (Lockerley Camp)",None.,NA,NA,No details.,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3826,"Oid Pound Camp, Hampshire (Old Pound; The Old Pound; Old Pound Copse)",None.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3827,"Ashleys Copse, Hampshire",No interior details as result of disturbance. Field investigation by RCHME 1992 found much pottery and some struck flint in the interior. Earliest diagnostic sherds haematite coated 'scratched cordoned bowls' of later 6th and 5th centuries BC. Others indicate activity during the 1st century BC through to later Roman period. Also some struck flint. Animal bone reported from E end.,NA,"Interior much disturbed. Ploughing affected NE, as result no internal detail visible on the ground. Pits associated with gravel extraction.",NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3828,"Danebury Hill Camp, Hampshire (Danebury; Dunbury)","Excavation and geophysics proved interior contained very many pits, roundhouse and post-built structures, shrine, roads/tracks in interior. Many finds, particularly from pits. For example only: Pottery from c. 550-450 BC to c. 350-100 BC and much metalwork, including scrap bronze hoard, slingstones (one pit producing 11,000) and other weapons - spears, javelins, swords. Horse and chariot  trappings. Building material, woodworking and other domestic and agricultural tools, including iron sickles, iron ard tips and bar share, ovens and other domestic wares. Seed grains.  Querns and weaving gear. Much domestic and other animal bone and much human bone buried in pits.",NA,NA,"Excavation proved interior of site contained very many pits, roundhouse and post-built structures, shrine, roads/tracks.","Geophysics proved interior contained very many pits, roundhouse and post-built structures, shrine, roads/tracks in interior.",Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
3829,"Toothill Camp, Hampshire (Toot Hill Camp; Telegraph Wood)",None.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3830,"The Walls, Nursling Rownhams, Hampshire (The Wall)",Destroyed.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3831,"Quarley Hill Camp, Hampshire","Only occupation evidence found at junction of two linear ditches inside the hillfort, where spread of occupation debris excavated, producing finds. Iron Age pottery, stone quern, animal and human bone.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3833,"Balksbury Camp, Hampshire (Bagsbury, Rooksbury, Bakereresbury)","Intensive occupation of interior throughout period of use, with remains of huts and other wooden structures, pits, postholes, gullies, hearths of early Iron Age to late Roman date and burials of late Bronze Age and Roman date.Very many finds, among which included pottery, antlers, querns, shale bracelets, spindle whorls and loom weights, daub, metalwork, brooches and pins, glass, animal and human bone and environmental. Roman coins. During groundworks 1996 two disturbed inhumations were recovered from interior.",NA,Site virtually destroyed.,NA,Geophysics 1973 in advance of excavation - no details.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
3834,"Dunwood Camp, Hampshire (Dunwood)",None.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3835,"Bevisbury, Hampshire (Berisbury)",None.,Remains of old pond in ditch on S.,NA,NA,NA,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3836,"Bury Hill, Upper Clatford, Hampshire","Later enclosure densely packed with pits, with horse harness and trappings, but no carbonised grain or human remains as at neighbouring Danebury (Atlas No  3828), suggesting a highly specialised focus. Also trackway crossing the interior and connecting the two entrances on SE and possible NW, and possible guard or look-out post just inside SE entrance. Only features excavated in earlier enclosure were three small postholes. Middle and late Iron Age pottery. Bronze buckle, rotary quern, human and animal bone.",NA,NA,Later enclosure found densely packed with pits. Only features excavated in earlier enclosure were three small postholes.,"Later encloure found densely packed with pits, ditches, trackway crossing the interior and connecting the two entrances on SE and possible NW, and possible guard or look-out post just inside SE entrance.",Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
3837,"Old Winchester Hill, Hampshire (Old Winchester Camp)",About 70 slight surface depressions and associated pits may represent hut platforms.,NA,About 70 slight surface depressions and associated pits may represent hut platforms.,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3838,"Merdon Castle, Hampshire",Geophysics found castle and later details masking any earlier feature.,NA,Any possible hillfort features masked by later castle.,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3840,"Norsebury Ring, Hampshire (Norsebury Ring Camp)","English Heritage magnetometer survey also found large number of pits, hearths and ditches in interior, suggesting round houses, granaries, compounds, iron ore smelting hearths and other domestic and industrial activities. Fieldwalking 1979 produced Bronze Age, Iron Age and Roman pottery, suggesting a long perod of use of the site. Later use also indicated by post-medieval (16th-18th century) pottery and building materials and similarly dated earthwork bank, probably boundary feature or lynchet. On 1st Ed. OS map (1870).",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
3841,"Oliver's Battery, Hampshire (Oliver's Battery Camp)","Finds include iron Age pottery, sherd of Roman pottery, Romano British lead spindle whorl and a coin of Probus (RIC 437) found within hillfort 1980.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3842,"Venta Belgarum, Hampshire (Orams Arbour; Winchester Roman Town)",N/A as not a hillfort,NA,NA,NA,NA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3843,"St Catherine's Hill, Winchester, Hampshire","Only internal features visible are number of small pits as in geophysics. Excavations also found pits, ditches and artefacts covering entire occupation of site, with buried remains of later use, with Roman pottery and coins, dated to first to third centuries AD and late first century fibula.",NA,"Only internal features visible on site are number of small pits, possibly medieval for chapel material.","Excavations recovered pits, ditches and artefacts covering the whole range of occupation of site.",Number of small pits.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
3845,"Lower Exbury Farm, Hampshire (Exbury)",Unspecified undulations in interior.,NA,Unspecified undulations in interior.,NA,NA,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3847,"Green Castle, East Lothian (Newlands Burn)",Traces of a rectangular structure can be seen within the interior.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3848,"Garvald Mains, East Lothian (Papana Water)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3849,"Park Burn, East Lothian (Dod Law; Newlands)",Featureless apart from the rectilinear settlement enclosure,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3850,"Carfrae, East Lothian (Kemple Bank)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3851,"Snawdon, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3852,"Sheriffside, East Lothian","Apart from the internal quarry scoop, which is also visible on the aerial photographs, the evaluations only encountered pits and post-holes within the interior",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
3853,"Pitstone Hill, Buckinghamshire (The Citadel)",No evidence,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3854,"Carfrae, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3855,"Sheriffside, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3856,"Yester, East Lothian (Yester Castle)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3857,"Castle Hill, Fort Ii, Kent (Castle Hill Camp)",Hearth and possible roundhouse by excavation,"A spring is shown on these ramparts in a plan by Winbolt (1929, 194) although nothing was recorded by Money (1975)",NA,Hearth,NA,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3858,"Snawdon, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3859,"Bara, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3860,"The Chesters, East Lothian",Featureless and largely under cultivation,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3861,"Pens Roundall, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3862,"The Hopes, East Lothian","The interior is under deep heather and while one or two scooped platforms are visible, there are probably several others",NA,Several scooped platforms are visible under heather within the interior and there is a palisaded enclosure within the innermost enclosure,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3863,"Kingside Rig, East Lothian","Traces of overlying courts and enclosures and probably scooped house platforms, though in 1954 RCAHMS investigators dismissed the stone-founded hut-circles depicted by their predecessors in 1913  (RCAHMS 1924, 33, no.47, fig 68)",NA,Courts and enclosures,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3864,"Kidlaw, East Lothian (Castle Hill)","Cultivated in shallow rigs but three small homesteads with stone-founded round-houses are disposed around the margins of the interior on the ENE, ESE and WNW respectively",NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3865,"The Castles, East Lothian (Longyester Quarry; Dumbadam Burn)",Cultivated in rigs,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3866,"Witches Knowe, East Lothian",Traces of at least three ring-ditch houses at the WSW end of the interior and several platforms elsewhere,NA,Ring-ditch houses,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3867,"Hare Law, East Lothian (Harelaw)",Featureless apart from a telatively moder stone-walled enclosure,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3868,"Highside Hill, East Lothian",Cultivated and featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3869,"White Knowe, East Lothian","Numerous traces of timber houses, the most clearly defined comprising a central platform with an encircling groove",NA,Ring-groove or ring-ditch houses,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3870,"East Linton, East Lothian",Featureless,NA,NA,NA,No clear features but several anomalies,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3871,"Stony Ruck, North Yorkshire (Stoney Ruck)",No internal features are recorded,Moorsholm Spring lies in this location,NA,NA,NA,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3872,"Drem, The Chesters, East Lothian","The interior of the inner enclosure is occupied by an extensive late Iron Age settlement of stone-founded hut-circles and small yards, and evidently post-dates the innermost rampart",NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3873,"Skid Hill, East Lothian",Featureless and largely destroyed by quarrying,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3874,"Kae Heughs, Barney Mains, East Lothian (Garleton Hills; Kaeheughs)",Rough and uneven and containing only one possible scooped house platform,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3875,"Hanging Craig, East Lothian (Seaton Law)",Largely occupied by a probable late Iron Age rectilinear settlement enclosure,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3876,"Whitelaw Hill, East Lothian",Featureless apart from faint traces of possible internal quarry scoops to the rear of the rampart,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3877,"Whitelaw, East Lothian (Mainshill)",Featureless apart from the palisade trench,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3878,"Boughton Quarry Camp, Kent (Quarry Wood Camp)",N/A - not a hillfort,NA,NA,NA,NA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3879,"West Mains, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3880,"Chesters, East Lothian (Chesters Farm)","Some images show what appear to be faint traces of a slightly eccentric enclosure within the interior, previously interpreted as a palisade trench, but this may be part of the definition of the interior represented by the scar of the rampart visible on other photographs",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3881,"Barnard Castle, Marwood, County Durham",No internal features are recorded,The River Tees runs to the SW.  Springs are recorded in the W,Remains of a rectangular building 16m long and 8m wide are visible as a slight depression,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3882,"Bara, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3883,"Nether Hailes, East Lothian",A possible circular enclosure is visible towards the NE end,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3884,"Begbie, East Lothian",Scatter of features visible on the photographs but they do not resolve into coherent structures,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3885,"Brier Dykes, County Durham (Briar Dykes)",Evidence for a possible stake built hut was found during excavation,Springs in the vicinity of the enclosure,NA,Stake-built hut,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3886,"Bolton, East Lothian",Several maculae that probably represent the stances of timber round-houses.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3887,"Woolwich Power Station, Greater London Authority",N/A as not a hillfort,NA,NA,NA,NA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3888,"St. Andrew's Church, Bishop Aukland, County Durham",No internal features are recorded,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3890,"Caesar's Camp, Wimbledon Common, Greater London Authority (Bensbury; Warren Bulwarks; The Rounds)",Any internal features are probably destroyed by ridge and furrow ploughing,Beverley Brook lies to the W,Probable gamekeepers cottage,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3891,"West Wickham Common, Greater London Authority",No internal features are recorded,NA,Possible pillow mound,Ditch only excavated,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
