Main_Atlas_Number,Main_Display_Name,Landscape_Altitude,Landscape_Type_Comments,Landscape_Topography_Comments,Landscape_Topography_Dominant,Landscape_Type_Contour,Landscape_Type_Partial,Landscape_Type_Promontory,Landscape_Type_Hillslope,Landscape_Type_Level,Landscape_Type_Marsh,Landscape_Type_Multiple,Landscape_Topography_Hilltop,Landscape_Topography_Coastal,Landscape_Topography_Inland,Landscape_Topography_Valley,Landscape_Topography_Knoll,Landscape_Topography_Ridge,Landscape_Topography_Scarp,Landscape_Topography_Hillslope,Landscape_Topography_Lowland,Landscape_Topography_Spur,Landscape_Aspect_N,Landscape_Aspect_NE,Landscape_Aspect_E,Landscape_Aspect_SE,Landscape_Aspect_S,Landscape_Aspect_SW,Landscape_Aspect_W,Landscape_Aspect_NW,Landscape_Aspect_Level
3513,"Rink Hill, Scottish Borders",165.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3514,"Castle Dyke, Chudleigh, Devon (Ugbrook Park Camp)",123.0,"Contour hillfort, possible multiple enclosure, located on prominent NE-SW ridge summit above Dawlish Water to NE and River Teign and tributary to SW.  Steep slopes to SE and NW, moderate along ridge NE-SW.",,Hill top,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3515,"Cotley Castle, Devon",215.0,Fine contour hillfort located in commanding position on ridge of high ground between valleys of rivers  Exe and Teign. Domed site with steep surrounding slopes.,,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3516,"Higher Bury Camp, Devon",198.0,Partial contour univallate hillfort situated on hilltop on watershed of Ford Brook to W and River Culvery to E.,,Hill top,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3517,"South Weald Camp, Essex (Weald Park)",100.0,A slight hillslope fort lying at 98-102m OD,,Slight hillslope,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
3518,"Buckland Brewer, Devon (Buckland Hillfort)",79.0,Cropmark of bivallate partial contour hillfort located at the end of narrow flat-topped W spur with River Duntz on E. Steep surrounding slopes except on W.,,Spur,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3519,"Bury Castle, Bradninch, Devon (Bradninch Hillfort)",155.0,"Formerly unrecorded contour hillfort located in triangle of hill country between rivers Exe and Culm, N of Silverton. Sited on end of spur branching E from the main ridge overlooking the Burn river.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3520,"Garliford, Devon",170.0,"Remains of commanding univallate contour hillfort located on high and prominent E-W ridge on Whitechapel Moors, 640m NE of Garliford Mill, with far reaching views over local surrounding area and overlooking valley of River Yeo to S. Steep slopes, slightly less to W.",,Ridge top,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3521,"Little Worthill, Devon (Coldrings)",78.0,"Possible remains of multivallate hillslope fort located at W end of spur. Moderate slopes to S and W, steeper on N.",,Spur slope,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
3522,"Moat Farm, Buckinghamshire",93.0,A possible former contour fort lying on a level plateau at 93m OD,,Level plateau,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes
3523,"Chipping Hill Enclosure, Essex",22.0,Hillslope fort overlooking the valley of the R. Brain,,Overlooking valley of the River Brain,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
3524,"Burley Wood, Devon",213.0,"Complex, multiple enclosure hillfort located at N end of prominent ridge promontory overlooking valleys of River Lew and one of its major tributaries. Steep surrounding slopes.",,Ridge,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3525,"The Prebendal, Buckinghamshire",86.0,Former contour fort lying on a ridge at 86m OD,,Ridge/hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
3526,"Taplow, Buckinghamshire",67.0,A partial contour fort lying at 67m OD on the brow of a projecting spur on the E bank of the River Thames.,,Projecting spur,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No
3527,"Cheddington, Buckinghamshire (Southend Hill)",140.0,"A former contour fort occupying the summit of a prominent knoll at 140m OD.  The ground slopes away in all directions, especially in the S",,Prominent knoll,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
3528,"Ten Oaks Wood, Devon (Ten Oaks Camp)",112.0,"Univallate hillslope fort straddling SE-facing spur promontory above wooded streams on E, S and W and confluence of wooded streams on S. Steep slopes, moderate to strong along promontory to NW.",,Spur,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No
3529,"Highampton (Unnamed Site), Devon",122.0,"Possibly contour fort, but conjecture. Located on highest point of E-W ridge above Pulworthy Brook on S quadrants.",,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3530,"Longridge Woods, Lydford, Devon",178.0,"Univallate partial contour hillfort located on top of steep slope of E-W ridge overlooking valley of River Lyd to S and steep stream valleys to N. Very steep surrounding slopes. to rive, moderate to strong and steep elsewhere. Site slopes gently to N.",,Ridge,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
3531,"Windbury Head, Devon (Hartland Point)",140.0,"Remains of probably a former contour hillfort located on N-facing Windbury Head projecting into Bristol Channel and directly above precipitous sea cliffs to N and above very steep slopes to wooded stream on ESE to SW. Moderate along cliffs to SW.  Site probably twice its present size and N half probably lost to coastal erosion, which masks its true type. Interior almost level at E end.",,Cliff edge of coastal headland.,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
3532,"Castle Park Camp, Milton Abbot, Devon",270.0,"Univallate partial contour hillfort located on SE tip of very prominent SE-facing spur of ridge forming watershed between alleys of tributaries to River Lyd and River Tamar. Steep surrounding slopes, less along sour to NW.",,Spur,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
3533,"Ambresbury Banks, Essex (Ambersbury, Amesbury)",116.0,A hillslope fort lying on a ridge of sand and gravel at between 109-116m OD. The ridge slopes gently to the SE.,,Ridge,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
3535,"Shaws, Scottish Borders",266.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
3536,"New Greenhill, Scottish Borders",230.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3537,"Campknowe Plantation, Scottish Borders",270.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3538,"Burgage Hill, Nottinghamshire (Burgage Green)",40.0,"Possible contour fort on hilltop, now destroyed.",,Hilltop,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3539,"North Synton, Scottish Borders",233.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3540,"Broadlee Hill, Scottish Borders",260.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3541,"Wester Essenside, Scottish Borders",350.0,,,,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3542,"Torwoodlee, Scottish Borders",250.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes
3543,"Wednesbury, West Midlands",163.0,A possible former contour fort lying on the summit of a flat-topped hill at 163m OD,,Flat-topped hill,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3544,"Torwoodlee, Scottish Borders",150.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3545,"Caddonlee, Scottish Borders",193.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3546,"Mitchelhill Rings, Scottish Borders",340.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3547,"Lindean, Scottish Borders",158.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3548,"Sunderland Hill, Scottish Borders",180.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No
3549,"Cauldshiels Hill, Scottish Borders",329.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3550,"Rough Side, Scottish Borders (Cardon)",365.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3551,"Oliver Castle, Scottish Borders (Nether Oliver Dod)",297.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3552,"Kingledoors, Scottish Borders (Glenkerie Burn)",298.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3553,"Parkgatestone Hill, Scottish Borders (Kilbucho House; Kilbucho Mains)",325.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3554,"Skirling Craigs, Scottish Borders",316.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3555,"Kirklawhill, Scottish Borders",260.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3556,"Hartree Hotel, Scottish Borders",205.0,,,,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3557,"Chester Rig, Cardon, Scottish Borders (The Rings)",333.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3558,"Brill, Buckinghamshire (Earthworks, All Saints Church)",189.0,A possible former contour fort occupying a level plateau on the summit of a rise at 189m OD,,Summit of a rise,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3559,"Maids Moreton, Buckinghamshire",78.0,A partial contour fort lying on level ground at the base of a slope at 78m OD. Located on the northern side of the Great Ouse River floodplain,,Northern side of the Great Ouse River floodplain,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
3560,"Knowe Kniffling, Scottish Borders",406.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3561,"White Hill, Scottish Borders",399.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3562,"Candyburn Castle, Scottish Borders",303.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3563,"Muirburn, Scottish Borders (Muirburn Castle)",344.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3564,"Stanhope, Scottish Borders (Wester Stanhope)",250.0,,,,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
3565,"Worm Hill, Scottish Borders (Patervan)",279.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3566,"Glan Frogan, Powys",244.0,Possible unfinished contour hillfort located on narrow NE-SW ridge to NE of Bryngwyn Wood Hillfort (Atlas No 1421). Steep surrounding slopes. Type of hillfort estimated.,,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3567,"Whiteside Rig, Scottish Borders (Manyleith Rig)",407.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3568,"Nether Oliver Craigs, Scottish Borders",281.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3569,"Lour, Scottish Borders",258.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
3570,"Hammer Knowe, Scottish Borders",383.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3571,"Kerr's Knowe, Scottish Borders",289.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3572,"Easton Burn, Scottish Borders",213.0,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3573,"Easter Dawyck, Scottish Borders",343.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3574,"Greenfield Copse, Oxfordshire",180.0,Hillslope fort facing SE,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
3575,"Wester Dawyck, Scottish Borders",210.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3576,"Langlaw Hill, Scottish Borders",370.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3577,"Dreva Craig, Scottish Borders",276.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3578,"Helm End, Scottish Borders",325.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3579,"Abbotsbury Castle, Dorset",213.0,"Commanding and mainly bivallate contour hillfort located on end of slight spur on the ridge of Wears Hill on Upper Greensand sandstones overlooking Chesil Beach and Portland. Developed from an earlier univallate hillfort. Moderate to strong surrounding slopes to N, E and W, strong generally to S, but less on SE. Commands extensive views and access along South Dorset Ridgeway. Plateau area c. 20m lower than hillfort around N and S sides, which fort overlooks. Slightly sloping to N. Unusual shape governed by topography.",,Spur on ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
3580,"Badbury Rings, Dorset (Badbury Camp)",97.0,"Multivallate, contour hillfort, sited in prominent position on Upper Chalk knoll, capped with Reading Beds inside fort, and commanding wide views in all directions. Above River Stour SE-NW and on its interfluve with the River Allen. Moderate surrounding slopes.",,Chalk knoll,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3581,"Banbury Hill Camp, Dorset (Banbury Hillfort)",110.0,"Univallate contour hillfort located on summit of low, flat-topped hill on isolated patch of Plateau Gravel within broad belt of Kimmeridge Clay and above River Stour to N and E and tributary to W and their confluence on NW. Moderate to moderate to strong surrounding slopes, less on ridge to SE.",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3582,"Bindon Hill, Dorset",168.0,"Bindon Hill itself is a long chalk low ridge, directly overlooking the English Channel, the earthworks extending from mid Worbarrow Bay in the E to Lulworth Cove in the W, which they swing around. The hillfort is located at W end.",,Chalk ridge.,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No
3583,"Bulbury Camp, Dorset (Belbury)",45.0,"Hillslope fort located on SE-facing London Clay slope of hill, between 30m and 60m O.D., overlooking marshy land to Lytchett Bay and Poole Harbour. Generally moderate surrounding slopes, sharp drop into shallow gully with stream on W, and another, less marked, gully on E.",,Hillslope,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
3584,"Danbury Camp, Essex",112.0,Sited at 112m OD on the W end of a promontory on the highest point of the Danbury Ridge.,,Danbury Ridge,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3585,"Buzbury Rings, Dorset",107.0,"Possible multiple enclosure or hillslope hillort located on E-facing slope of Keynston Down overlooking dry valleys and downland which falls to River Tarrant. Steep on N quadrants, less on S.",,Hillslope,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
3586,"The Castle, Cattistock, Dorset (Cattistock Castle; Castle Hill)",185.0,"Contour hillfort sited on summit end of gently domed spur, detached from main body by col, located in the upper reaches of River Frome valley. Steep valleys below to SE and S, less steep on W and NW.",,Spur,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3587,"Chalbury, Dorset",116.0,"Commanding, contour hillfort located on domed crest of prominent hill/knoll, composed partly of Lower Purbeck Limestone and partly Portland Sands, in strategic position at N end of the Rimbury ridge which divides valley inland from Weymouth Bay. Steep surrounding slopes, slightly less to S.",,Hill top/Knoll,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3588,"Chilcombe Hill, Dorset",190.0,"Contour bivallate hillfort sited at end of chalk ridge of Chilcombe Hill. Fairly flat, slightly domed interior. with land along ridge to E rising gently. To N, S and W ground falls steeply to Bride Valley and Askerswell, at 30m and 90m OD respectively. Within",,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3589,"Coney's Castle, Dorset",206.0,"Multivallate contour hillfort, probably of two period enclosures, located on S end of N-S ridge of Chert Beds above sea to S.",,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3590,"Dudsbury Camp, Dorset",30.0,"Prominent contour hillfort sited above the N bank of River Stour on S. Precipitous to river on S and SW, moderate slopes elsewhere.",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3591,"Dungeon Hill, Dorset (Dungeon Camp; Dunset Camp)",185.0,"Prominent, partial contour hillfort located on N part of summit of the low, but prominent, Dungeon Hill, a chalk outlier just to N of downs in the Blackmore Vale. Steep surrounding slopes.",,Hill top,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3592,"Eggardon, Dorset (Eggardun)",244.0,"Large contour hillfort located on narrow chalk spur/ridge overlooking vales to W and especially Bride Valley to S. Steep or very steep surrounding slopes, moderate along ridge to SE.",,Narrow chalk spur/ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3593,"Flower's Barrow, Dorset",173.0,"Remains of coastal partial contour fort located on Upper Chalk with out-cropping sands and clays of the Corallian Beds cliff edge of Rings Hill directly above Worbarrow Bay to S at extreme edge of Purbeck Hills. Precipitous, eroded sea cliffs to SE, very steep slopes on N and W, but only very gently along ridge to E. Altitude of site 140m-173m OD. Interior rises gently to E and S and therefore site classified as hillslope rather than level terrain fort.",,Sloping coastal cliff edge,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
3594,"Hengistbury Head, Dorset",10.0,"The important trading Iron Age/Romano-British settlement on Hengistbury Head, centered on the low land lying under the shelter of Warren Hill and bordering Christchurch harbour, the Head jutting out into the English Channel NW-SE creating a natural harbour behind.",,Coastal headland,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3595,"Hod Hill, Dorset",144.0,"Massive and commanding, multivallate, partial contour hillort located at summit of Hod Hill above very steep wooded slopes to bend of River Stour to W and steep slopes elsewhere.",,Hill top,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
3596,"Lambert's Castle, Dorset",257.4,"Univallate, contour hillfort located at N end of sharp Greensand NE-facing spur 425m W of Nash Farm and overlooking the Marshwood Vale at E extremity of county. Steep to very steep surrounding slopes except along spur to SW where moderate.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
3597,"Lewesdon, Dorset",259.0,"Traces of univallate contour hillfort located in commanding position on the top of a narrow Lewesdon Hill curving NW-SE. Very steep to precipitous on SE and SW, steep elsewhere.",,Hilltop,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3598,"Maiden Castle, Winterborne St Martin, Dorset (Maiden Castle, Dorchester)",132.0,"Commanding, multi-phase and complex contour hillfort sited on chalk knoll of the South Dorset Downs. Moderate to strong slopes to stream on S, mostly moderate elsewhere.",,Chalk knoll,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3599,"Mistleberry, Dorset",152.0,Sited between 145 and 152m O.D.,,Hillslope,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
3600,"Nettlecombe Tout, Dorset",251.0,"Inland promontory fort located on broad, relatively level, NW-facing spur",,Spur,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3602,"Penbury Knoll, Dorset",175.0,"Univallate contour hillfort located on Penbury Knoll, in dominent position at head of River Crane, overlooking large areas of Cranborne Chase to W, with River Avon to E. Steep surrounding slopes, moderate along ridge to SSW.",,Knoll,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3603,"Pilsdon Pen, Dorset",277.0,"Highest of Dorset hillforts at 277m O.D., commanding, multivallate, contour hillfort located the end of a spur overlooking W end of Marshwood Vale. Steep surrounding slopes.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3604,"Poundbury, Dorset",94.0,"Commanding, part bivallate, partial contour hillfort located on a major chalk bluff above River Frome on N quadrants. Steep to very steep slopes on N, moderate elsewhere.",,Chalk bluff,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
3605,"Rowlsbury Camp, Dorset (Rawlsbury Rings; Rawlsbury)",274.0,"Multivallate partial contour hillfort sited high on summit of prominent spur extending NW from chalk escarpment of Bulbarrow Hill. Blackmoor Vale to N and upper Piddle valley to S. Narrow ridge leads to hillfort from E. Very steep N to SE, steep on SW, less on NW. Ridge rises a little to E.",,Spur,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
3606,"Shipton Hill, Dorset",170.0,"Remains of possible, unfinished, contour hillfort, located on summit of Shipton Hill above tributaries of River Brit to N and River Bride to S. Steep surrounding slopes.",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3607,"Spettisbury Rings, Dorset (Spetisbury Rings; Crawford Castle)",76.0,"Univallate hillslope fort located on sheltered E slope at N end of prominent spur, reaching its crest at SW corner, on W bank of River Stour and overlooking a well-defined crossing point c. 300m to E.  Far-reaching views, especially over the river, except on SW. Moderate to strong surrounding slopes.",,Hillslope.,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
3608,"Sturminster Newton Castle, Dorset",60.0,Fragmentary remains of inland promontory hillfort located on steep-sided triangular NE-facing spur of Corallian Limestone commanding crossing of River Stour and directly above river.,,Spur,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3609,"Weatherby Castle, Dorset",102.0,"Contour hillfort located in prominent position at S and higher end of chalk spur above Milbourne Brook to W and dry valley to E. Moderate to strong slopes to E, S and W. Steep surrounding slopes, but moderate along ridge to NNE. NE side is notable straight-sided section above slopes.",,spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3610,"Woodbury Hill Camp, Dorset",110.0,"Slight, univallate, contour hillfort located on prominent ridge of Woodbury Hill, a prominent ridge overlooking the Piddle Valley to S, the Bere Valley to W and the Winterborne Valley to N. Steep surrounding slopes, moderate along ridge to NE.",,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3611,"Woolsbarrow, Dorset",67.0,"Slight univallate contour hillfort located on flat-topped gravel knoll on Bloxworth Heath, a plateau separating the River Sherford to E and River Piddle to W. Smallest hillfort in SE Dorset. Ground falls sharply on all sides except on SE, where a natural saddle connects the hilltop to a lower spur.",,Gravel knoll,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3612,"Pitchbury Ramparts, Essex (Pitchbury Rings)",53.0,A lowland site lying on level ground on a gravel spur at 53m OD,,Gravel spur,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes
3613,"Caesar's Camp, Dorset (Bussey Stool Camp; Bussey Stool Park)",137.0,"Slight, univallate, contour hillfort, known locally as Caesar's Camp, situated on level ground on Cranborne Chase at S end of a chalk spur, 850m NE of Busseys Stool Farm. Moderate to strong to moderate surrounding slopes.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3614,"Old Warren, Dorset (Danes' Camp)",178.0,"Possible univallate contour hillfort located at N end of NW-facing spur between steep valleys to NE and SW in downs above sea to SW. Steep or very steep surrounding slopes, moderate along ridge to SE.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3615,"Colebarrow, Dorset (Holt Heath and Forest)",165.0,"Possible sub-rectangular contour hillfort, although possibly a henge, N edge located partly on track between Holt Wood and Holt Forest. Tributary of River Stour to E.",,E slope of low hill.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
