Main_Atlas_Number,Main_Display_Name,Dating_Date_Comments,Dating_Pre_Comments,Dating_Post_Comments,Dating_Date_Pre_1200BC,Dating_Date_1200BC_800BC,Dating_Date_800BC_400BC,Dating_Date_400BC_AD50,Dating_Date_AD50_AD400,Dating_Date_AD400_AD800,Dating_Date_Post_AD800,Dating_Date_Unknown,Dating_Date_Reliability,Dating_Pre,Dating_Post,Related_Dating_Artefactual,Related_Dating_NA,Related_Dating_Morph_Earth_Typo,Related_Dating_C14,Related_Dating_Other
3335,"Ringan's Dean, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3336,"Maughold Head, Garff",None.,Possible. Cairn located in centre of site.,NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
3337,"Gob ny Garvain, Ballafayle, Garff (Rhaa Moaar (Great Fort); The Cashtal)","Possibly of Iron Age date, with reuse in medieval period, but no definite conclusions on this.",NA,"Possible medieval reuse, but nothing definitive.",No,No,No,Yes,No,Yes,No,No,C,No,Yes,No,Yes,No,No,No
3338,"Linglie, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees and partly ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3340,"Hango Broogh, Rushen (Derby Fort)",C14 date of AD 878-1017.,NA,NA,No,No,No,No,No,No,Yes,No,B,No,No,No,No,No,Yes,No
3342,"Langness Point, Rushen",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3343,"Cass ny Hawin, Middle (Cas-Ny-Hawin; Jackdaw Harbour; Cashtal Rhunt)","Rampart of probable Iron Age date (or less than 1st century AD), Gelling considering this to be a replacement of an earlier phase. Medieval longhouse occupation on ruinous earlier defences, of possible 5th or 6th century AD, or indeed 11th to 13th century date.",NA,Medieval longhouse occupation on ruinous defences.,No,No,No,Yes,No,Yes,No,No,C,No,Yes,No,Yes,No,No,No
3344,"Milber Down, Coffinswell, Devon","Middle Iron Age South Western Decorated ware of third to 2nd century BC found in inner and second ditches with important group of bronze figurines of a bird, stag and duck (see Brown 2009, 143), showing perhaps Roman influence and of c. 1st century BC. Trenches dug into Milber Down Small Camp found Roman military pottery of c. AD 55-75.",NA,Possibly. Trenches dug into Milber Down Small Camp found Roman military pottery of c. AD 55-75.,No,No,No,Yes,Yes,No,No,No,B,No,Yes,Yes,No,No,No,No
3345,"Denbury Camp, Devon",None.,Two large round barrows in interior.,Possible medieval and post-medieval cultivation modifications to site and 18th century embellishments.,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
3346,"Prestonbury Castle, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3347,"Cranbrook Castle, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3348,"Wooston Castle, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3349,"Hembury Castle, Devon",None.,Bronze Age? axe found on site.,Motte and bailey castle set on W summit of interior. Possible Civil War human remains found on site.,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
3350,"Blackbury Castle, Devon (Blackbury Camp)","Early Iron Age pottery, middle Iron Age SWD ware and piece of late Iron Age plain ware.",NA,Two rectangular building platforms against the inner face of rampart possibly medieval or post medieval buildings.,No,No,Yes,Yes,No,No,No,No,B,No,Yes,Yes,No,No,No,No
3351,"Dumpdon Camp, Devon",None.,"Possible barrow in interior, formerly site of trig point.",NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
3352,"Hembury, Payhembury, Devon","Very extensive Early Neolithic assemblage, including 15+ partial greenstone axes, leaf arrowheads and pottery. Later C14 dates of Neolithic material 3690-3655 cal BC (68%) and 3630-3605 cal BC (68%); but C14 of hearth from Liddell's suggested Neolithic structure outside inner rampart at W entrance calibrated to 790-410 BC (95%) and 840-780 BC (95%). Few Bronze Age artefacts, apart from three barbed and tanged arrowheads. Iron Age finds less, but Todd section at NE inner rampart showed box construction, timber revetted front and rear, of mid first millennium BC.  Later this replaced by dump rampart c. first century BC. fort abandoned c. late first century BC until Roman conquest when N part of fort site of brief Roman military occupation, c 50-60 AD, with timber buildings and W gate rebuilt. In alter medieval to nineteenth century site of annual St. Andrew's Day fair.","Liddell and Todd revealed Neolithic features, including the former revealing the earlier causewayed enclosure, a series of heaths and pits being cleared and an outer Neolithic ditch outside NE entrance to hillfort. Very extensive Early Neolithic assemblage, including over 15 partial greenstone axes, leaf arrowheads and pottery.  Later C14 dates of Neolithic material 3690-3655 cal BC (68%) and 3630-3605 cal BC (68%).",Roman military evidence and post-medieval finds.,No,Yes,Yes,Yes,No,No,No,No,B,Yes,Yes,Yes,No,No,Yes,No
3353,"Woodbury Castle, Devon",Charcoal from oven beneath rampart C14 date of HAR S235 1930+/- 200BP. Some early Iron Age pottery.,Mesolithic chert tool found in excavations. HAR S235 1930+/- 200BP.,NA,No,No,Yes,No,No,No,No,No,B,Yes,No,Yes,No,No,Yes,No
3354,"Cadbury Castle, Cadbury, Devon","Date of hillfort unknown, but 4th century AD pottery from shaft suggest later Roman interest in site if not re-use..",NA,4th century AD pottery from shaft. Site occupied by Fairfax in winter 1645-46.,No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
3355,"Holne Chase Castle, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3356,"Berry's Wood, Devon (Berry Down; The Warren)",Late Iron Age pottery and mported glass bead of third century BC to part first century AD.,NA,NA,No,No,No,Yes,No,No,No,No,B,No,No,Yes,No,No,No,No
3357,"Hunter's Tor Camp, Devon",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3358,"Nattadon Common, Chagford, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3359,"Shoulsbury Castle, Devon (Shoulsbarrow Castle; Shaulsbury)","Unusual rectangular shape for hillfort, probably belies Romano-Britsh or early Roman date.","Barrow (NMR UID 1050187) within NE corner, probably the original 'Shoul's Barrow'.",Two 17th century rapiers found.,No,No,No,No,Yes,No,No,No,C,Yes,Yes,No,No,Yes,No,No
3360,"White Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overridden in places by post medieval cultivation rigs and the interior is occupied by a rectangular turf-walled stock enclosure,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3361,"Shaw Craigs, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Complex sequence in which the final phase is arguably a late Iron Age rectilinear settlement,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3362,"Southdean Law, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by Late Iron Age settlement,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3363,"Highlee Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"A small quarry within the interior, and its outer rampart in particular reduced by post-medieval ploughing",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3364,"Gardom's Edge, Derbyshire (Megwalls)",Charcoal from the bank has been radiocarbon dated to the Iron Age (G. Guilbert pers. comm.).  The report is not yet published and the dates given here represent an estimated period from the late Bronze Age and Iron Age. Burial cairn within.,NA,NA,No,Yes,Yes,Yes,No,No,No,No,B,Yes,No,No,No,No,Yes,No
3365,"Tamshiel Rig, Scottish Borders",There are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.,NA,Overlain by a late Iron Age settlement and thought to have been heavily reduced by cultivation in this period. Overlain by a stone sheepfold,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3366,"Scraesburgh, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, nevertheless the form of the earthwork suggests this is likely to be a medieval castle.",NA,Planted with trees and a length of wall inserted into the interior,No,No,No,No,No,No,Yes,Yes,D,No,Yes,No,No,Yes,No,No
3367,"Howden, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3368,"Dunion Hill, Scottish Borders (The Dunion)","There is no evidence to date any of the ramparts, but dates from houses excavated 1984-6 within the outermost wall on the NE indicate occupation between the 3rd century BC and the 1st century AD, while the two stone founded round-houses previously excavated in 1961 and 1962 respectively probably date towards the end of this period or possibly into the 2nd century AD. The evolution of the defences is poorly understood, but it was suggested that the round-houses on the NE fell within the latest expansion of the fort, its core thus being implicitly earlier in date.",Neolithic stone axe was recovered in the excavations in 1984-6,NA,No,No,No,Yes,Yes,No,No,Yes,D,Yes,No,Yes,No,No,Yes,Yes
3369,"Gilliestongues, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Partly ploughed down since the midd 19th century and in 2010 subject to a drainage scheme,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3370,"Todlaw Wells, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3371,"Edgerston, Scottish Borders (The Camps)","There are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, though it almost certainly belongs in the pre-Roman Iron Age.",NA,"Overlain by a late Iron Age/Roman Iron Age settlement, and subsequently heavily disturbed by cultivation and excavation. Amongst the finds are a series of 14th century items, perhaps from a brief military occupation",No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
3372,"Faw Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down and overlain by stone dyke,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3373,"Iron Castle, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed over in places and planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3374,"Bowshothill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3375,"Doorpool Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3376,"Peniel Heugh, Scottish Borders","Identified by RCAHMS investigators as a Dark Age fort (RCAHMS 1956, 35), their reasoning, partly founded on the supposed sequence of fortification found at Hownam Rings, and partly in comparison to Rubers Law, can no longer be sustained. The date of the fort can only be established by excavation.",Mesolithic flint recovered from a mole-hill (Parkhouse 2006),Overlain by several post-medieval field-banks and the Waterloo Monument,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
3377,"Crag Wood, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3378,"Little Trowpenny, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Planted with trees, overlain by an old dyke, and also partly ploughed down",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3379,"Howden, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat and partly planted with trees and built over with the various elements of the walled garden.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3380,"Mount Ulston, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3381,"Crailing Orchard, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3382,"Castle Hill, Scottish Borders (Ale Water)","This fort usually appears in lists of 'nuclear forts', with its upper 'citadel' and outer courts, and is thus identified as an early medieval caput.  However, in the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to confirm such an interpretation",NA,The interior has been cultivated and there has been stone-robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,No,Yes,No,No
3383,"Harden Burn, Monklaw, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3384,"Worm Rig, Scottish Borders","The suggestion that this earthwork is medieval (RCAHMS 1956, 64-5, no.34) cannot be sustained, though its true date can only be established by excavation.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3385,"Lantonhill Craigs, Scottish Borders (Lantoncraigs)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Stone robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3386,"Lantoncraigs, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Heavily ploughed down and robbed, and traversed by a stone dyke. Several quarry-pits are cut into the interior",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3387,"Ancrum, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3388,"Kilbury Camp, Central Bedfordshire",The site is undated,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3389,"Harestanes, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat and truncated by the river,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3390,"Chestershall, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat and partly occupied by a farmhouse and its steading,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3391,"Lantonhall, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3392,"Sweethope Hill, Scottish Borders (Stichill)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, though these probably date from the pre-Roman Iron Age.",NA,"Overlain by a late Iron Age settlement, and at a much later date a plantation",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3393,"Laird's Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, but the overlying settlement indicates that it belongs in the pre-Roman Iron Age.",NA,"Overlain by a Late Iron Age rectilinear settlement enclosure, but subsequently mutilated by paths and tree planting",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3394,"Ringleyhall, Scottish Borders (The Camps; Ringlyhall)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3395,"The Law, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3396,"Brox Law, Scottish Borders (River Tweed)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down and subsequently the site of the reservoir; the sub-square enclosure is possibly a late Iron Age settlement comparable to the enclosures outside Whitcastle Hill,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3397,"Littledean Fort, Scottish Borders (Littledean Tower)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Provides the site for a 16th century tower-house. and the enclosing earthworks are all ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3398,"Cratcliff Rocks, Derbyshire",The site is undated,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3399,"Hambledon Hill, Dorset","Late Bronze Age/Iron Age multi-phase site. Early Iron Age pottery. Romano-British and earlier material, including pottery, quern fragments and sling-stones. Roman articles including iron saws, bronze fibulae, knives and several coins of Constantine.",Late Neolithic causewayed enclosure immediately to SE.,"Parts possibly modified during Civil War, particularly in relation to the events of 4th August 1645, when local ""clubmen"" unsuccessfully defended hillfort against Cromwell's forces.",No,No,Yes,Yes,Yes,No,No,No,B,Yes,Yes,Yes,No,Yes,No,No
3400,"Hophills Nob, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Immediately outside the fort on the W there is a rectilinear palisaded settlement,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3401,"Hownam Rings, Scottish Borders","While Mrs Piggott could not conceive of her simple fourfold sequence extending back more than 200 years, it can now represent occupation anywhere across a span of 1000 years, the only reasonably secure period being when Roman pottery arrived in the 1st and 2nd centuries AD.","Neolithic stone axe from the excavations (Piggott 1948, 215)",Overlain by a late Iron Age and Roman Iron Age settlement,No,No,No,No,No,No,No,Yes,D,Yes,Yes,Yes,No,No,No,No
3402,"Thowliestane Hill, Scottish Borders (Kale Water; Beirstane)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,probably overlain by a late Iron Age settlement of stone-founded round-houses.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3403,"Raddon Hill, Devon","Features, including palisades, and pottery from their enclosing ditches and trenches suggest late Bronze Age/early Iron Age date. 16 C14 dates beginning with earliest phase of Neolithic, then break till first millennium BC and further break till post-Roman period. One of very few sequences of dates determined for hillfort in Devon.",Neolithic causewayed enclosure and associated artefacts.,"Near centre of causewayed enclosure, underground monitoring post of the Royal Observer Corps.",No,No,Yes,No,No,No,No,No,A,Yes,Yes,Yes,No,Yes,Yes,No
3404,"Little Rough Law, Scottish Borders (The Yett)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3405,"Chatto Craig, Scottish Borders (Upper Chatto)","There is no particular reason to believe this is an early medieval nuclear fort, and the overlying enclosures are more likely to be a late Iron Age settlement.",NA,Overlain by what is probably a late Iron Age settlement,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3406,"Cunzierton Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3407,"The Law, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by stone dyke and the NW half heavily ploughed,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3408,"Woden Law, Scottish Borders (Woden Law, 'Siege Works')","The reasoning behind the attribution of the latest period of defences at Woden Law, the innermost rampart, to the early medieval period, does not stand close scrutiny and can no longer be sustained.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3409,"Clovelly Dykes, Devon",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3410,"Stanshiel Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3411,"Moat Knowe, Buchtrig, Scottish Borders","In so far as morphology can be used to identify early medieval fortifications, this is a nuclear fort, though in the absence of excavation  there are neither stratified objects nor radiocarbon dates to confirm this interpretation.",NA,NA,No,No,No,No,No,Yes,No,No,D,No,No,No,No,Yes,No,No
3412,"Loddan Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3413,"Hindhope Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3414,"Huntfold Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by sheepfold,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3415,"Stoney Law, Scottish Borders (Stont Law; Brundeanlaws; Oxnam Water)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,The SE flank has been clipped by a quarry,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3416,"Heugh Law, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",Possible robbed cairn on the summit within the interior,NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
3417,"Linton Hill, Scottish Borders",There are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.,NA,"Heavily reduced by post-medieval cultivation, overlain by stone dykes and most recently the site of a telecommunications mast.",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3418,"Morebattle, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3419,"Morebattle Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Partly ploughed and clipped by a quarry on the NNE,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3420,"Morebattle Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, though the overlying settlement suggests that they date from the pre-Roman Iron Age.",NA,"Overlain by a late Iron Age settlement, and subsequently in the post medieval period traversed by an old boundary dyke",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3421,"Membury Castle, Devon",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3422,"Berry Ball, Crediton Hamlets, Devon (Lethen Castle; Leden Castle; Leathern Castle)","Glass bead of Garrow Tor type with pale turquoise body with three sets of stratified eyes of brown, white and blue, characteristic of middle Iron Age (c. 300BC to 200BC). Three C14 dates from wood charcoal indicated site occupied between in middle Iron Age 400BC to 200 BC.",NA,NA,No,No,No,Yes,No,No,No,No,B,No,No,Yes,No,No,Yes,No
3423,"Sidbury Castle, Devon",NA,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3424,"Berber Hill, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3425,"Boddington Camp, Buckinghamshire (Boddington Bank)",Dated by pottery to the 1st-2nd century BC,NA,Concrete reserviour,No,No,No,Yes,No,No,No,No,B,No,Yes,Yes,No,No,No,No
3426,"Hownam Law, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",The summit is marked by a cairn,The rampart is overlain by an old stone dyke,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
3427,"Whitmuirhaugh, Sprouston, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",Flint scatter,NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
3429,"Boringdon Camp, Devon",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3430,"Holbury Camp, Devon (Oldbury Camp; Castel Paise)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3431,"Burleigh Dolts, Devon (Malborough Camp)",None.,"Possibly. Round barrow immediately E of site (Wilkes, 2006).",NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
3432,"Redden, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat and almost certainly cut by a leat draining W to a millpond N of the Farm,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3433,"Loddiswell Rings, Devon (Blackdown Rings; The Rings, Loddiswell; Blackdown Camp)",None,NA,"Motte and bailey medieval castle in NW corner of site, where also site of Pole Beacon of 1752.",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3434,"Kerchesters, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3435,"Ednam Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3436,"Wooden House, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3437,"Woodbury Camp, Devon (Woodbury)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3438,"Camp Tops, Scottish Borders (Camp Tops Fort; Cock Law)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ramparts ploughed down on the SE during the post-medievalperiod,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3439,"Bolt Tail Camp, Devon",None.,NA,World War II slit trenches.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3440,"Hayhope Knowe, Scottish Borders","The dating of this fortification to the Early Iron Age rests on a mixture of the assumption of the dating of palisades, the absence of Roman finds, and the tenuous identification of the iron spearhead as a Hallstatt import noted by Anna Ritchie (1970); the latter idea should be discarded (Information from Fraser Hunter).",NA,"The traces of cord rig overlie the palisades, and while in 1986 Roger Mercer argued that it predated the earthwork element of the defences, there is no clear stratigraphic evidence to sustain this relationship.",No,No,Yes,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
3441,"Church Hill, West Wycombe, Buckinghamshire (West Wycombe Camp)",The only dating comes from a small number of pottery sherds,NA,"Church with medieval origins in the NW with possible plough soil predating the construction of the churchyard, mausoleum",No,No,Yes,Yes,No,No,No,No,B,No,Yes,Yes,No,Yes,No,No
3442,"Bulstrode Camp, Buckinghamshire (The Camp)",Three sherds of possible early Iron Age pottery,Possible Neolithic long barrow,Ridge and furrow ploughing,No,No,Yes,No,No,No,No,No,B,Yes,Yes,Yes,No,Yes,No,No
