Main_Atlas_Number,Main_Display_Name,Annex_Summary,Annex
3242,"Outerside Rig, Scottish Borders",NA,No
3243,"Broadlee, Scottish Borders",NA,No
3244,"Chester Knowe, Scottish Borders (Allanwater Reservoir)",NA,No
3245,"Penchrise Pen, Scottish Borders","A triangular enclosure (0.22ha) on the W containing traces of three ring-ditch houses is commonly described as an annexe, but overlies the outer ramparts. Both it and the enclosure on the NE (0.24ha), therefore, are as likely to represent later occupations, rather than annexes associated with the occupation of the fort. This might explain the different character of the ring-ditch houses visible in the W enclosure, compared with the ring-bank and platform within the fort.",Yes
3246,"Dodburn Hill, Scottish Borders",NA,No
3247,"Birny Knowe, Scottish Borders",NA,No
3248,"Gray Hill, Scottish Borders (Grey Hill)",NA,No
3249,"Barns Burn, Scottish Borders (Barns)",NA,No
3250,"Burgh Hill, Scottish Borders",NA,No
3251,"White Hill, Scottish Borders",NA,No
3252,"Castle Ring, Staffordshire (Castle Hill; Beaudesert; Castle Ring Lodge)",NA,No
3253,"Newton Hill, Scottish Borders",NA,No
3254,"Berth Hill, Staffordshire (Burgh Hill; Bruff Hill; Bryth Hill)",NA,No
3255,"Kinver Edge, Staffordshire",NA,No
3256,"Berry Ring, Staffordshire (Bury Ring)",NA,No
3257,"Teindside Hill, Scottish Borders",NA,No
3258,"Bishop's Wood, Staffordshire",NA,No
3259,"Bury Bank, Staffordshire (The Rings; Berry Bank; Darlaston; King Woulhers Castel; Wulferecester)",NA,No
3260,"Bunbury, Staffordshire",NA,No
3261,"Slaidhill, Scottish Borders (Slaidhills)",NA,No
3262,"Teindside Hill, Scottish Borders",NA,No
3263,"Crom Rig, Scottish Borders",NA,No
3264,"Gray Coat, Scottish Borders",NA,No
3265,"Hawkhass Linn, Scottish Borders (Hawkhass House; Langside Burn)",NA,No
3266,"Coldhouse Kipp, Scottish Borders",NA,No
3267,"Mabonlaw, Scottish Borders",NA,No
3268,"Borthaugh Hill, Scottish Borders",NA,No
3269,"Todshawhaugh Hill, Scottish Borders",NA,No
3270,"Highchesters Hill, Scottish Borders",NA,No
3271,"Newbigging, Scottish Borders",NA,No
3272,"Whitcastle Hill, Scottish Borders",NA,No
3273,"Harden, Scottish Borders",NA,No
3274,"Todshaw Hill, Scottish Borders",NA,No
3275,"Blakebillend, Scottish Borders",NA,No
3276,"Earlside, Scottish Borders",NA,No
3277,"Mid Hill, Scottish Borders",NA,No
3278,"Denholm Hill, Scottish Borders",NA,No
3279,"Adderston Shiels, Scottish Borders (Adderston Tower; Cleary; Cleerie; Adderston Castle)",NA,No
3280,"South Berryfell, Scottish Borders",NA,No
3281,"South Berryfell, Scottish Borders",NA,No
3282,"Rubers Law, Scottish Borders (Ruberslaw)","The annexe is attached to the citadel on the summit and encloses an area of about 0.5ha within a wall 3.6m thick, which, like the citadel wall, incorporates roman masonry; It has an entrance on the SW.",Yes
3283,"Bedrule, Scottish Borders",NA,No
3284,"Wells, Scottish Borders",NA,No
3285,"Hassendean Bank, Scottish Borders",NA,No
3286,"Hassendean Bank, Scottish Borders",NA,No
3287,"Hassendean Bank, Scottish Borders",NA,No
3288,"Clarilaw Hill, Scottish Borders",NA,No
3289,"Court Hill, Scottish Borders",NA,No
3290,"Forest Bank, Staffordshire",NA,No
3291,"Newhouses, Scottish Borders",NA,No
3292,"Bonchester Bridge, Scottish Borders",NA,No
3293,"Bonchester Hill, Scottish Borders",NA,No
3294,"Bonchester Hill, Scottish Borders",NA,No
3295,"Billington Camp, Central Bedfordshire",NA,No
3296,"Maiden Bower, Central Bedfordshire",NA,No
3297,"Caesar's Camp, Central Bedfordshire",NA,No
3298,"Galley Hill, Central Bedfordshire",NA,No
3299,"Mowsbury Hill, Central Bedfordshire (Mossbury)",NA,No
3300,"Sandy Lodge Promontory Fort, Central Bedfordshire",NA,No
3302,"Kirkton Hill, Scottish Borders",NA,No
3303,"Kinninghall Hill, Scottish Borders",NA,No
3304,"Kirkton Schoolhouse, Scottish Borders","While some would describe the defences around the lower terrace on the SW as an annexe, the view taken here is that they are more likely to represent on enclosure taking in the whole of the crest of the spur.",No
3305,"Kaim Law, Scottish Borders",NA,No
3306,"Castle Law, Scottish Borders",NA,No
3307,"Adderston Lee, Scottish Borders",NA,No
3308,"Colifort Hill, Scottish Borders",NA,No
3309,"Blackchester, Scottish Borders ('Roman Fort'; Camp Knowes)",The wide spacing between the ramparts at the NE end is more likely to represent two phases of construction than the deliberate creation of an annexe,No
3310,"Rowchester, Kippilaw Mains, Scottish Borders",NA,No
3311,"Chesterknowes, Scottish Borders",NA,No
3312,"Belses Station, Scottish Borders (Rawflat; Fir View)",NA,No
3313,"South Minto Hill, Scottish Borders (Minto Hills)",NA,No
3314,"The Camp, Bolnhurst, Bedford (Manor Farm Hillfort)",NA,No
3315,"Sharpenhoe Clappers, Central Bedfordshire",NA,No
3316,"Ivinghoe Beacon, Buckinghamshire (Beacon Hill)",NA,No
3317,"Craddock's Camp, Central Bedfordshire",NA,No
3318,"Rock Plantation, Scottish Borders (Chester Craig)",NA,No
3319,"Minto Craigs, Scottish Borders (Fatlips Castle)",NA,No
3320,"Raperlaw, Scottish Borders",NA,No
3321,"Boosmill Hill, Scottish Borders",NA,No
3322,"Riddell, Scottish Borders",NA,No
3323,"Willowbog Plantation, Scottish Borders",NA,No
3324,"Camp Plantations, Craigsford, Scottish Borders",NA,No
3325,"Easter Hill, Scottish Borders (Camp Plantation)",NA,No
3326,"Camp Knowe, Scottish Borders",NA,No
3327,"Eildon Hill North, Scottish Borders",NA,No
3328,"Newstead, Scottish Borders",NA,No
3329,"Huntly Burn, Scottish Borders",NA,No
3330,"Quarry Hill, Scottish Borders",NA,No
3331,"Castlestead, Kaeside, Scottish Borders (Kaeside)",NA,No
3332,"Hareseat Wood, Scottish Borders",NA,No
3333,"Huntlyburn House, Scottish Borders",NA,No
3334,"Holydean, Scottish Borders",NA,No
3335,"Ringan's Dean, Scottish Borders",NA,No
3336,"Maughold Head, Garff",NA,No
3337,"Gob ny Garvain, Ballafayle, Garff (Rhaa Moaar (Great Fort); The Cashtal)",NA,No
3338,"Linglie, Scottish Borders",NA,No
3340,"Hango Broogh, Rushen (Derby Fort)",NA,No
3342,"Langness Point, Rushen",NA,No
3343,"Cass ny Hawin, Middle (Cas-Ny-Hawin; Jackdaw Harbour; Cashtal Rhunt)",NA,No
3344,"Milber Down, Coffinswell, Devon",NA,No
3345,"Denbury Camp, Devon","Outer bank runs NW, then N, and peters out, to suggest a W second-phase annexe to the site. RCHME suggest this N part has been ploughed-out, Fox (1996) suggesting unfinished.",Yes
3346,"Prestonbury Castle, Devon",NA,No
3347,"Cranbrook Castle, Devon",NA,No
3348,"Wooston Castle, Devon",NA,No
3349,"Hembury Castle, Devon",NA,No
3350,"Blackbury Castle, Devon (Blackbury Camp)",NA,No
3351,"Dumpdon Camp, Devon",NA,No
3352,"Hembury, Payhembury, Devon",NA,No
3353,"Woodbury Castle, Devon",NA,No
3354,"Cadbury Castle, Cadbury, Devon",NA,No
3355,"Holne Chase Castle, Devon",NA,No
3356,"Berry's Wood, Devon (Berry Down; The Warren)",NA,No
3357,"Hunter's Tor Camp, Devon",NA,No
3358,"Nattadon Common, Chagford, Devon",NA,No
3359,"Shoulsbury Castle, Devon (Shoulsbarrow Castle; Shaulsbury)",NA,No
3360,"White Hill, Scottish Borders",NA,No
3361,"Shaw Craigs, Scottish Borders",NA,No
3362,"Southdean Law, Scottish Borders",NA,No
3363,"Highlee Hill, Scottish Borders",NA,No
3364,"Gardom's Edge, Derbyshire (Megwalls)",NA,No
3365,"Tamshiel Rig, Scottish Borders",NA,No
3366,"Scraesburgh, Scottish Borders",NA,No
3367,"Howden, Scottish Borders",NA,No
3368,"Dunion Hill, Scottish Borders (The Dunion)",NA,No
3369,"Gilliestongues, Scottish Borders",NA,No
3370,"Todlaw Wells, Scottish Borders",NA,No
3371,"Edgerston, Scottish Borders (The Camps)",NA,No
3372,"Faw Hill, Scottish Borders",NA,No
3373,"Iron Castle, Scottish Borders",NA,No
3374,"Bowshothill, Scottish Borders",NA,No
3375,"Doorpool Hill, Scottish Borders",NA,No
3376,"Peniel Heugh, Scottish Borders","There is a small annexe taking in a lower terrace at the W end, reminiscent of the annexes at Yeavering Bell in Northumberland and the White Meldon in Peeblesshire. D-shaped on plan, it measures about 35m from E to W by 28m transversely along the chord (0.05ha). It is unclear whether it is merely a tactical addition to the defences of the latest fort, or whether it is associated with another fragmentary, and presumably earlier line of defence at this end of the fort",Yes
3377,"Crag Wood, Scottish Borders",NA,No
3378,"Little Trowpenny, Scottish Borders",NA,No
3379,"Howden, Scottish Borders",The outlying enclosure cannot be considered as an annexe in the present state of knowledge,No
3380,"Mount Ulston, Scottish Borders",NA,No
3381,"Crailing Orchard, Scottish Borders",NA,No
3382,"Castle Hill, Scottish Borders (Ale Water)","There are two trapezoidal annexes or courts formed between the widely-spaced walls traversing the ridge on the NE, the outer apparently butted onto the inner, and the latter onto the fort wall, though the detail of the junctions is not visible beneath the grass-grown rubble. The inner measures internally a maximum of 50m from NW to SE by 21m transversely (0.09ha), and the outer 62m by 25m respectively (0.15ha). The main entrance to the fort approaches through the courts from the E, via well-defined gaps in their walls adjacent to the E corners.",Yes
3383,"Harden Burn, Monklaw, Scottish Borders",NA,No
3384,"Worm Rig, Scottish Borders",NA,No
3385,"Lantonhill Craigs, Scottish Borders (Lantoncraigs)",NA,No
3386,"Lantoncraigs, Scottish Borders",NA,No
3387,"Ancrum, Scottish Borders",NA,No
3388,"Kilbury Camp, Central Bedfordshire",NA,No
3389,"Harestanes, Scottish Borders",NA,No
3390,"Chestershall, Scottish Borders",NA,No
3391,"Lantonhall, Scottish Borders",NA,No
3392,"Sweethope Hill, Scottish Borders (Stichill)",NA,No
3393,"Laird's Hill, Scottish Borders",NA,No
3394,"Ringleyhall, Scottish Borders (The Camps; Ringlyhall)",NA,No
3395,"The Law, Scottish Borders",NA,No
3396,"Brox Law, Scottish Borders (River Tweed)",NA,No
3397,"Littledean Fort, Scottish Borders (Littledean Tower)",NA,No
3398,"Cratcliff Rocks, Derbyshire",NA,No
3399,"Hambledon Hill, Dorset",NA,No
3400,"Hophills Nob, Scottish Borders",NA,No
3401,"Hownam Rings, Scottish Borders",NA,No
3402,"Thowliestane Hill, Scottish Borders (Kale Water; Beirstane)",The outlying earthwork on the SE is conceivaly an annexe but does not form a complete enclosure,No
3403,"Raddon Hill, Devon",NA,No
3404,"Little Rough Law, Scottish Borders (The Yett)","The annexe forms a roughly rectangular enclosure, taking in the shallow saddle to the NW and a rib of outcrop immediately to its NW. Defended by a single rampart, which springs from the rubble of the main wall on the NNW of the fort and returns on the W, it measures internally a maximum of 65m from NE to SW by 58m transversely (0.35ha). There is an entrance on the NE and the interior is featureless. The relationship between the annexe and the fort is unclear, though the configuration on the plan would suggest that it is an addition. Annexes such as this are very unusual and it is perhaps more likely that this is the remains of an independent rectilinear settlement enclosure.",Yes
3405,"Chatto Craig, Scottish Borders (Upper Chatto)",NA,No
3406,"Cunzierton Hill, Scottish Borders",NA,No
3407,"The Law, Scottish Borders",NA,No
3408,"Woden Law, Scottish Borders (Woden Law, 'Siege Works')","Two elements at the SSW end of the fort were termed annexes by RCAHMS investigators in 1952, but only the inner, apparently accessed from within the fort, forms a coherent enclosure, but nevertheless appears to overlie the outermost defences. It measures a maximum of 70m from ESE to WNW by 15m transversely (0.1ha) within a single bank and ditch.",Yes
3409,"Clovelly Dykes, Devon",NA,No
3410,"Stanshiel Hill, Scottish Borders",NA,No
3411,"Moat Knowe, Buchtrig, Scottish Borders","As a nuclear fort, the organisation of the whole interior is into a series of mutually linked courts or annexes.",Yes
3412,"Loddan Hill, Scottish Borders",NA,No
3413,"Hindhope Hill, Scottish Borders","The outlying rampart might be construed as some form of annexe, despite not forming a coherent enclosure",Yes
3414,"Huntfold Hill, Scottish Borders","The addition of an outer perimeter embracing the whole fort appears to have created an annexe on the NNE, bounded on the gently shelving ground on this flank by twin ramparts with a medial ditch to enclose  a crescent-shaped area on this side of about 0.22ha. There are no traces of round-houses within this area. The secondary relationship to the defences of the fort is based on the observation that the inner rampart of the annexe diverts around the inner defences of the fort, but it should be noted that its perimeter in this sector has lost the coherence visible on the NE, the outer rampart with an internal ditch splaying to the W, and the inner flanked by discontinuous quarry ditches on either side for a short distance before the rampart diverts. In short, the perimeter may have been altered here, possibly creating a misleading impression of the relationship between the fort and the annexe. Including the fort, the overall area enclosed by the annexe defences measures about 125m from NNE to SSW by 75m transversely (0.8ha).",Yes
3415,"Stoney Law, Scottish Borders (Stont Law; Brundeanlaws; Oxnam Water)",NA,No
3416,"Heugh Law, Scottish Borders",NA,No
3417,"Linton Hill, Scottish Borders",NA,No
3418,"Morebattle, Scottish Borders",NA,No
3419,"Morebattle Hill, Scottish Borders",NA,No
3420,"Morebattle Hill, Scottish Borders","A small triangular annexe is attached to the SSW end of the fort, forming an enclosure some 47m in length by a maximum of 30m transversely (0.1ha) within a single rampart. The side peter out at the southern end, probably indicating the position of an entrance, and the only feature visible within its interior is an internal quarry to the rear of the rampart on the W",Yes
3421,"Membury Castle, Devon",NA,No
3422,"Berry Ball, Crediton Hamlets, Devon (Lethen Castle; Leden Castle; Leathern Castle)",NA,No
3423,"Sidbury Castle, Devon",NA,No
3424,"Berber Hill, Devon",Annexes appear attached to N and S on gentle slopes.,Yes
3425,"Boddington Camp, Buckinghamshire (Boddington Bank)",NA,No
3426,"Hownam Law, Scottish Borders",NA,No
3427,"Whitmuirhaugh, Sprouston, Scottish Borders",NA,No
3429,"Boringdon Camp, Devon",NA,No
3430,"Holbury Camp, Devon (Oldbury Camp; Castel Paise)",NA,No
3431,"Burleigh Dolts, Devon (Malborough Camp)",NA,No
3432,"Redden, Scottish Borders",NA,No
3433,"Loddiswell Rings, Devon (Blackdown Rings; The Rings, Loddiswell; Blackdown Camp)",NA,No
3434,"Kerchesters, Scottish Borders",NA,No
3435,"Ednam Hill, Scottish Borders",NA,No
3436,"Wooden House, Scottish Borders",NA,No
3437,"Woodbury Camp, Devon (Woodbury)",NA,No
3438,"Camp Tops, Scottish Borders (Camp Tops Fort; Cock Law)",NA,No
3439,"Bolt Tail Camp, Devon",NA,No
3440,"Hayhope Knowe, Scottish Borders",NA,No
3441,"Church Hill, West Wycombe, Buckinghamshire (West Wycombe Camp)",NA,No
3442,"Bulstrode Camp, Buckinghamshire (The Camp)",NA,No
3443,"Pulpit Hill, Buckinghamshire",NA,No
3444,"Medmenham Camp, Buckinghamshire (Bolebec's Castle; States House Hillfort)",NA,No
3445,"Seven Ways Plain, Buckinghamshire",NA,No
3446,"Danesfield Camp, Buckinghamshire (Dane's Ditches)",NA,No
3447,"Whelpley Hill, Buckinghamshire",NA,No
3448,"Cholesbury Camp, Buckinghamshire (Bury Hills; The Camp; The Danish Camp)",NA,No
3449,"Norbury, Buckinghamshire",NA,No
3450,"Danesborough Camp, Milton Keynes",NA,No
3451,"Asheldham Camp, Essex",NA,No
3452,"Desborough Castle, Buckinghamshire (The Roundabout)",NA,No
3453,"Craik Moor, Scottish Borders",The outermost palisades might be construed as an annexe enclosing an additional 0.3ha and including traces of timber-round-houses. The interpretation of its perimeter as a larger free-standing enclosure is preferred here.,Yes
3454,"The Castles, Scottish Borders (Calroust Fort)",NA,No
3455,"Park Law, Scottish Borders (Sourhope)","The annexe displays an ambivalent relationship with the defences of the fort, made more difficult for the superimposition of a post-medieval farmstead across its E side, which may well have involved the adaptation of the perimeter. The latter seems to display two periods of construction, the inner line taking in an area of 0.32ha, and the outer an additional 0.07ha. The relationship between these two perimeters requires excavation to clarify. Within its interior at least on large ring-ditch house can be seen, as well as two other large circular structures and five smaller circular and oval structures defined by shallow scoops or low banks.",Yes
3456,"Seaton Down, Devon",NA,No
3457,"Brembridge Wood, Castle Hill Park, Devon",NA,No
3458,"Hillsborough, Ilfracombe, Devon",NA,No
3459,"Countisbury Castle, Devon (Shoulsbury; Wind Hill)",NA,No
3460,"Castle Head, Dartmouth, Devon (Dartmouth Castle)",NA,No
3461,"Greenway Camp, Kingswear, Devon (Noss Camp)",NA,No
3462,"Bantham Camp, Devon",NA,No
3464,"Embury Beacon, Devon",NA,No
3465,"Castle Head, Dunterton, Devon",NA,No
3466,"Okehampton Park, Devon (East Hill, Okehampton)",NA,No
3467,"Hawksdown Camp, Devon (Hawkesdown Camp; Hawksdown Hill Camp; Hocksdon Castle; Oxendon Castle)",NA,No
3468,"Musbury Castle, Devon",NA,No
3469,"Berry Cliff Camp, Devon",NA,No
3470,"Dolbury, Devon",NA,No
3471,"Belbury Castle, Devon (Castle Copse; Castle Field)",NA,No
3472,"Stockland Great Castle, Devon (Stockland Great Camp)",NA,No
3474,"Stoke Hill Camp, Devon",NA,No
3475,"Burridge Camp, Devon",NA,No
3476,"Posbury Camp, Devon",NA,No
3478,"Berry Castle, Devon (Bury Camp)",NA,No
3479,"Blackbrough Hill, Scottish Borders",NA,No
3480,"Church Hope Hill, Scottish Borders",NA,No
3481,"Sundhope Kipp, Scottish Borders",NA,No
3482,"Berry Castle, Huntshaw, Devon","An outer enclosure might possibly be regarded as an annexe, but perhaps more likely to represent an independent period of enclosure.",Yes
3483,"Loughton Camp, Essex (Cowper's Camp)",NA,No
3484,"Berry Castle, Woolfardisworthy, Devon",NA,No
3485,"Cranmore Castle, Tiverton, Devon",NA,No
3486,"Newberry Camp, Devon (Newberry Castle; The Castle; Combe Martin Castle)",NA,No
3487,"The Castle, Knowle, Devon",NA,No
3488,"Mockham Down Camp, Devon",NA,No
3489,"Brightley Barton Camp, Devon",NA,No
3490,"Camp Hill, Merseyside",NA,No
3491,"Landican, Merseyside",NA,No
3492,"White Law, Scottish Borders",NA,No
3493,"Burnt Humbleton, Scottish Borders",NA,No
3494,"Tod Craigs, Scottish Borders","In noting an additional bank leading off on the N, the RCAHMS investigators in 1947 raised the possibility that there was an annexe here, but the evidence is slender at best.",No
3495,"Rings Plantation, Scottish Borders",NA,No
3496,"Green Humbleton, Scottish Borders",NA,No
3497,"Wildgoose Hill, Scottish Borders",NA,No
3498,"Rath, Cork (Imokilly By.)",None.,No
3499,"Kip Knowe, Scottish Borders",NA,No
3500,"Smytha Park, Devon (Smythapark)",NA,No
3501,"Myrtleberry North Camp, Devon",NA,No
3502,"Roborough Castle, Devon (Roborough Camp; Burridge Hillfort; Pilton Camp)",NA,No
3503,"Castle Law, Scottish Borders",NA,No
3504,"Beara Castle, Devon (Stoke Castle)",NA,No
3505,"Maristow Camp, Devon",NA,No
3506,"Boghall, South Lanarkshire (Steels Bridge)",NA,No
3507,"Wasteberry Camp, Devon (Lyneham Warren; Waste Berry)",NA,No
3508,"Halwell Camp, Devon",NA,No
3509,"Clerklands, Scottish Borders",NA,No
3510,"Waulud's Bank, Luton (Wayland Bank, Waller's Bank, Wallards, The Castle)",NA,No
3511,"Stanborough Camp, Devon",NA,No
3512,"Slapton Castle, Devon (The Castle)",NA,No
3513,"Rink Hill, Scottish Borders",NA,No
3514,"Castle Dyke, Chudleigh, Devon (Ugbrook Park Camp)",NA,No
3515,"Cotley Castle, Devon",NA,No
3516,"Higher Bury Camp, Devon",NA,No
3517,"South Weald Camp, Essex (Weald Park)",NA,No
3518,"Buckland Brewer, Devon (Buckland Hillfort)",NA,No
3519,"Bury Castle, Bradninch, Devon (Bradninch Hillfort)",NA,No
3520,"Garliford, Devon",NA,No
3521,"Little Worthill, Devon (Coldrings)",NA,No
3522,"Moat Farm, Buckinghamshire",NA,No
3523,"Chipping Hill Enclosure, Essex",NA,No
3524,"Burley Wood, Devon",NA,No
3525,"The Prebendal, Buckinghamshire",NA,No
3526,"Taplow, Buckinghamshire",NA,No
3527,"Cheddington, Buckinghamshire (Southend Hill)",NA,No
3528,"Ten Oaks Wood, Devon (Ten Oaks Camp)",NA,No
3529,"Highampton (Unnamed Site), Devon",NA,No
3530,"Longridge Woods, Lydford, Devon",NA,No
3531,"Windbury Head, Devon (Hartland Point)",NA,No
3532,"Castle Park Camp, Milton Abbot, Devon",NA,No
3533,"Ambresbury Banks, Essex (Ambersbury, Amesbury)",NA,No
3535,"Shaws, Scottish Borders",NA,No
3536,"New Greenhill, Scottish Borders",NA,No
3537,"Campknowe Plantation, Scottish Borders",NA,No
3538,"Burgage Hill, Nottinghamshire (Burgage Green)",NA,No
3539,"North Synton, Scottish Borders",NA,No
3540,"Broadlee Hill, Scottish Borders",NA,No
3541,"Wester Essenside, Scottish Borders",NA,No
3542,"Torwoodlee, Scottish Borders","While there is no annexe as such, an outlying linear earthwork loops round the N side of the fort, disappearing on the slopes to the NE and SW; whether it is part of a large enclosure surrounding the fort or a system dropping down the slope to the SE, where there are records of another linear earthwork traditionally held to be the end of the Catrail, is not known",No
3543,"Wednesbury, West Midlands",NA,No
3544,"Torwoodlee, Scottish Borders",NA,No
3545,"Caddonlee, Scottish Borders",NA,No
3546,"Mitchelhill Rings, Scottish Borders",NA,No
3547,"Lindean, Scottish Borders",NA,No
3548,"Sunderland Hill, Scottish Borders",NA,No
3549,"Cauldshiels Hill, Scottish Borders",NA,No
3550,"Rough Side, Scottish Borders (Cardon)",NA,No
3551,"Oliver Castle, Scottish Borders (Nether Oliver Dod)",NA,No
3552,"Kingledoors, Scottish Borders (Glenkerie Burn)",NA,No
3553,"Parkgatestone Hill, Scottish Borders (Kilbucho House; Kilbucho Mains)",NA,No
3554,"Skirling Craigs, Scottish Borders",NA,No
3555,"Kirklawhill, Scottish Borders",NA,No
3556,"Hartree Hotel, Scottish Borders",NA,No
3557,"Chester Rig, Cardon, Scottish Borders (The Rings)",NA,No
3558,"Brill, Buckinghamshire (Earthworks, All Saints Church)",NA,No
3559,"Maids Moreton, Buckinghamshire",NA,No
3560,"Knowe Kniffling, Scottish Borders",NA,No
3561,"White Hill, Scottish Borders",NA,No
3562,"Candyburn Castle, Scottish Borders",NA,No
3563,"Muirburn, Scottish Borders (Muirburn Castle)",NA,No
3564,"Stanhope, Scottish Borders (Wester Stanhope)","The outer enclosure has been designated an annexe in local terminology, where a number of settlement appear to comprise an intensively occupied inner enclosure, with an apparently empty outer enclosure. In this case the outer enclosure takes in an addition 0.73ha of rough and inhospitable ground, little of which lends itself to comfortable occupation. The perimeter wall of the annexe is some 2.4m in thickness, displaying several runs of inner and outer face at various parts of the circuit, and is accompanied by a ditch around the uphill side. The NE sector of its perimeter has been largely removed, in part to make way for the small homestead at the foot of the slope.",Yes
3565,"Worm Hill, Scottish Borders (Patervan)",NA,No
3566,"Glan Frogan, Powys",NA,No
3567,"Whiteside Rig, Scottish Borders (Manyleith Rig)",NA,No
3568,"Nether Oliver Craigs, Scottish Borders",NA,No
3569,"Lour, Scottish Borders",NA,No
3570,"Hammer Knowe, Scottish Borders",NA,No
3571,"Kerr's Knowe, Scottish Borders",NA,No
3572,"Easton Burn, Scottish Borders",NA,No
3573,"Easter Dawyck, Scottish Borders",NA,No
3574,"Greenfield Copse, Oxfordshire",NA,No
3575,"Wester Dawyck, Scottish Borders",NA,No
3576,"Langlaw Hill, Scottish Borders",NA,No
3577,"Dreva Craig, Scottish Borders",NA,No
3578,"Helm End, Scottish Borders",NA,No
3579,"Abbotsbury Castle, Dorset",NA,No
3580,"Badbury Rings, Dorset (Badbury Camp)",NA,No
3581,"Banbury Hill Camp, Dorset (Banbury Hillfort)",NA,No
3582,"Bindon Hill, Dorset",NA,No
3583,"Bulbury Camp, Dorset (Belbury)",NA,No
3584,"Danbury Camp, Essex",NA,No
3585,"Buzbury Rings, Dorset",NA,No
3586,"The Castle, Cattistock, Dorset (Cattistock Castle; Castle Hill)",NA,No
3587,"Chalbury, Dorset",NA,No
3588,"Chilcombe Hill, Dorset",NA,No
3589,"Coney's Castle, Dorset",NA,No
3590,"Dudsbury Camp, Dorset",NA,No
3591,"Dungeon Hill, Dorset (Dungeon Camp; Dunset Camp)",NA,No
3592,"Eggardon, Dorset (Eggardun)",NA,No
3593,"Flower's Barrow, Dorset",NA,No
3594,"Hengistbury Head, Dorset",NA,No
3595,"Hod Hill, Dorset",NA,No
3596,"Lambert's Castle, Dorset",NA,No
3597,"Lewesdon, Dorset",NA,No
3598,"Maiden Castle, Winterborne St Martin, Dorset (Maiden Castle, Dorchester)",NA,No
3599,"Mistleberry, Dorset",NA,No
3600,"Nettlecombe Tout, Dorset",NA,No
3602,"Penbury Knoll, Dorset",NA,No
3603,"Pilsdon Pen, Dorset",NA,No
3604,"Poundbury, Dorset",NA,No
3605,"Rowlsbury Camp, Dorset (Rawlsbury Rings; Rawlsbury)",NA,No
3606,"Shipton Hill, Dorset",NA,No
3607,"Spettisbury Rings, Dorset (Spetisbury Rings; Crawford Castle)",NA,No
3608,"Sturminster Newton Castle, Dorset",NA,No
3609,"Weatherby Castle, Dorset",NA,No
3610,"Woodbury Hill Camp, Dorset",NA,No
3611,"Woolsbarrow, Dorset",NA,No
3612,"Pitchbury Ramparts, Essex (Pitchbury Rings)",NA,No
3613,"Caesar's Camp, Dorset (Bussey Stool Camp; Bussey Stool Park)",NA,No
3614,"Old Warren, Dorset (Danes' Camp)",NA,No
3615,"Colebarrow, Dorset (Holt Heath and Forest)",NA,No
3617,"Langdon Hills, Essex",NA,No
3618,"Quarter Wood Side, Scottish Borders",NA,No
3619,"Rachan Hill, Scottish Borders",NA,No
3620,"Henry's Brae, Scottish Borders (Vane Law)",NA,No
3621,"Tinnis Castle, Scottish Borders (Thanes)","The lower earthwork on the SW might be termed an annexe, but its date and purpose are unknown and there is no particular reason why it should be associated with the fort rather than the castle",Yes
3622,"Bordlands Rings, Scottish Borders",NA,No
3623,"Whiteside Hill, Scottish Borders","The outlying earthworks on the N and S might be described as annexes, but they are just as likely to represent an earlier unfinished enclosure on the hilltop.",No
3624,"Blyth Bank Hill, Scottish Borders",NA,No
3625,"Henderland Hill, Scottish Borders",NA,No
3626,"Blyth Hill, Scottish Borders",NA,No
3627,"Hog Hill, Scottish Borders (Wester Happrew)",NA,No
3628,"Hamildean Hill, Scottish Borders",NA,No
3629,"Tor Hill, Torbank, Scottish Borders","The conventional interpretation here is of an annexe of some 0.15ha added to a smaller bivallate fort, but it is far more likely that this impression is a product of the way in which an earlier large fort of 0.38ha has been modified and adapted in subsequent periods of occupation.",Yes
3630,"Wester Happrew, Scottish Borders",NA,No
3631,"Harehope Rings, Scottish Borders (Harehope Hill)",NA,No
3632,"Ladyurd Rings, Scottish Borders",NA,No
3633,"Callands, Scottish Borders",NA,No
3634,"Drochil Hill, Scottish Borders",NA,No
3635,"Lyne Burn, Scottish Borders (Harehope)",NA,No
3636,"Castlecraig, Scottish Borders (Castle Hill)",NA,No
3637,"Gallowberry Wood, Scottish Borders (Bryland)",NA,No
3638,"Lochurd, Scottish Borders",NA,No
3639,"Kings Meadows, Scottish Borders (King's Meadows)",NA,No
3640,"Camp Law Plantation, Scottish Borders (Whitehaugh)",NA,No
3641,"Kailzie, Tor Hill, Scottish Borders",NA,No
3642,"Charge Law Plantation, Scottish Borders",NA,No
3643,"Waddenshope, Scottish Borders (Upper Newby)",NA,No
3644,"Lady Blair Plantation, Scottish Borders (Haystoun)",NA,No
3645,"Horsburgh Castle, Scottish Borders",NA,No
3646,"Whitelaw Rig, Scottish Borders (Castlehill; Manor Water)",NA,No
3647,"Syke Hill, Scottish Borders",NA,No
3648,"Hunt Hill, Scottish Borders",NA,No
3649,"Edston, Scottish Borders",NA,No
3650,"Woodhouse Hill, Scottish Borders",NA,No
3651,"Quaw Plantation, Scottish Borders (Cademuir Farm)",NA,No
3652,"The Whaum, Scottish Borders (Bellanrig)",NA,No
