Main_Atlas_Number,Main_Display_Name,References,URL_Atlas,URL_Wiki,URL_NMR_Resource,NMR_URL,Record_URL
4057,"Raecleugh Head Hill, Scottish Borders","Aiken, J (1922) 'Reports of Meetings for the Year 1920; (1) Duns for Raecleughhhead and Langton, 19th May'. Hist Berwickshire Natur Club 24 (1919-22), 195-217 Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4057,http://www.wikidata.org/entity/Q31107238,Canmore,https://canmore.org.uk/site/58705,http://hillforts.arch.ox.ac.uk/records/SC4057.html
4059,"Castle Hill, Crewkerne, Somerset","Anon 2011. Geophysical survey report: Castle Hill, Crewkerne, Somerset, Geophysical Surveys of Bradford Reports GSB/2011, Bradford.   Brennan N. 2011. Castle Hill, Crewkerne, Somerset: archaeological evaluation and assessment of results, Wessex Archaeology Report No 77502.01.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4059,http://www.wikidata.org/entity/Q31115673,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN4059.html
4060,"Bat's Castle, Somerset (Bat's Castle Camp; Caesar's Camp)","Allcroft, A.H. 1908. Earthwork of England : prehistoric, Roman, Saxon, Danish, Norman, and mediaeval, London: Macmillan, 197-8.  Burrow, E.J. 1924. The ancient earthworks and camps of Somerset, Cheltenham: E.J. Burrow, 84-5.  Burrow, I. 1981. Hillfort and hill-top settlement in Somerset in the first to eighth centuries AD, British Archaeological Report (BAR) British Series 1, 91, 243-4.  Grinsell, L.V. 1970. The archaeology of Exmoor : Bideford Bay to Bridgwater, Newton Abbot: David and Charles, 72, 77, 80, 87,155, 201.  Page, J.L.W. 1890. An Exploration of Exmoor and the Hill Country of West Somerset: With Notes on Its Archaeology, 200-1.  Page, W. ed. 1911. Ancient earthworks, The Victoria History of Somerset, Volume Two, The Victoria History of the Counties of England, London: Constable and Co, 484-6.  Savage, J. 1830. History of the Hundred of Carhampton, 289.                          .",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4060,http://www.wikidata.org/entity/Q31115742,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN4060.html
4061,"Raecleugh Head, Scottish Borders","Aiken, J (1922) 'Reports of Meetings for the Year 1920; (1) Duns for Raecleughhhead and Langton, 19th May'. Hist Berwickshire Natur Club 24 (1919-22), 195-217 Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4061,http://www.wikidata.org/entity/Q31107253,Canmore,https://canmore.org.uk/site/58709,http://hillforts.arch.ox.ac.uk/records/SC4061.html
4062,"Raecleuch Head, Scottish Borders","Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4062,http://www.wikidata.org/entity/Q31107294,Canmore,https://canmore.org.uk/site/58710,http://hillforts.arch.ox.ac.uk/records/SC4062.html
4063,"Ewieside Hill, Scottish Borders",RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4063,http://www.wikidata.org/entity/Q31107296,Canmore,https://canmore.org.uk/site/58747,http://hillforts.arch.ox.ac.uk/records/SC4063.html
4064,"Coombe Hill, City of Bristol","Adams, S.M. 2015. Bury Hill. An Iron Age hillfort in the lower Severn Vale. Unpublished MSc dissertation, University of Oxford.  Burrow, I. 1981. Hillfort and hill-top settlement in Somerset in the first to eighth centuries AD, British Archaeological Report (BAR) British Series 1, 232-33.  Haldane, J.W. 1965-68. Coombe Hill Proc Univ Bristol Speleol Soc, 11, 249-251.  Rudder, S. 1779. A new history of Gloucestershire. Comprising the topography, antiquities, curiosities, ... of that county; the foundation-charters and endowments of abbies, ... descriptions of the principal seats; ... Also the ecclesiastical, civil, and military history of the city of Gloucester. Samuel Rudder, Cirencester.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4064,http://www.wikidata.org/entity/Q31108989,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN4064.html
4065,"Big Chesters, Bowshiel, Scottish Borders",RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4065,http://www.wikidata.org/entity/Q31107190,Canmore,https://canmore.org.uk/site/58717,http://hillforts.arch.ox.ac.uk/records/SC4065.html
4066,"Oldbury Court, City of Bristol","Adams, S.M. 2015. Bury Hill. An Iron Age hillfort in the lower Severn Vale. Unpublished MSc dissertation, University of Oxford.  Rudder, S. 1779. A new history of Gloucestershire. Comprising the topography, antiquities, curiosities, ... of that county; the foundation-charters and endowments of abbies, ... descriptions of the principal seats; ... Also the ecclesiastical, civil, and military history of the city of Gloucester. Samuel Rudder, Cirencester.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4066,http://www.wikidata.org/entity/Q31108996,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN4066.html
4067,"Mid Chesterfield, Stockbridge, Scottish Borders",RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4067,http://www.wikidata.org/entity/Q31107192,Canmore,https://canmore.org.uk/site/58724,http://hillforts.arch.ox.ac.uk/records/SC4067.html
4068,"Aldebury, City of Bristol","Adams, S.M. 2015. Bury Hill. An Iron Age hillfort in the lower Severn Vale. Unpublished MSc dissertation, University of Oxford.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4068,http://www.wikidata.org/entity/Q31109006,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN4068.html
4069,"Edin's Hall, Scottish Borders (Edinshall)","Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  Dunwell, A (1996) 'Edin's Hall (Duns parish), fort, broch and settlement'. Disc Exc Scot (1996), 88 Dunwell, A (1999) 'Edin's Hall fort, broch and settlement, Berwickshire (Scottish Borders): recent fieldwork and new perceptions'. Proc Soc Antiq Scot 129 (1999), 303-57  Feachem, R W (1963) A guide to prehistoric Scotland. Batsford: London Lefroy, G (1870) Contained in 'Proceedings at meetings of the Royal Archaeological Institute'. Archaeol J 27 (1870), 61-2 Michie, A (1869) 'A visit to Etin's Hald'. Trans Hawick Archaeol Soc (1869), 43-6 RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh Stuart, J (1868-70) 'Notice of a Circular Structure known as 'Edin's Hall,' on Cockburnlaw, one of the Lammermoor Hills'. Proc Soc Antiq Scot 8 (1868-70), 41-6 Turnbull, G (1856) 'An account of Edin's Hall, in the parish of Dunse, and County of Berwick'. Hist Berwickshire Natur Club 3 (1850-6), 9-20 Turnbull, J (1881) 'On Edin's Hall'. Hist Berwickshire Natur Club 9 (1879-81), 81-99",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4069,http://www.wikidata.org/entity/Q31107314,Canmore,https://canmore.org.uk/site/58777,http://hillforts.arch.ox.ac.uk/records/SC4069.html
4070,"Shannabank Hill, Scottish Borders (Shannobank)","Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4070,http://www.wikidata.org/entity/Q31107325,Canmore,https://canmore.org.uk/site/58778,http://hillforts.arch.ox.ac.uk/records/SC4070.html
4071,"Clifton Hill, Scottish Borders (Cliftonhill Field; Hoprig; Dovecot Hall)","Taylor, G (1933) 'Ancient graves at Hoprig'. Trans E Lothian Antiq Fld Natur Soc 2 (1929-33)",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4071,http://www.wikidata.org/entity/Q31107200,Canmore,https://canmore.org.uk/site/58856,http://hillforts.arch.ox.ac.uk/records/SC4071.html
4072,"Coldstream, Scottish Borders (Cottage Hospital, Coldstream)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4072,http://www.wikidata.org/entity/Q31107342,Canmore,https://canmore.org.uk/site/59441,http://hillforts.arch.ox.ac.uk/records/SC4072.html
4073,"Greenknowe, Scottish Borders (Bellshiel)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4073,http://www.wikidata.org/entity/Q31107352,Canmore,https://canmore.org.uk/site/59568,http://hillforts.arch.ox.ac.uk/records/SC4073.html
4074,"Milne Graden, Scottish Borders (Littlehaugh Shiel; Milne Graden Policies)","Milne Home, D (1862) 'Notices of the remains of ancient camps on both banks of the River Tweed, near Milne-Graden'. Hist Berwickshire Natur Club 4 (1857-62), 454-58  RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4074,http://www.wikidata.org/entity/Q31107356,Canmore,https://canmore.org.uk/site/59579,http://hillforts.arch.ox.ac.uk/records/SC4074.html
4075,"Lennelhill, Scottish Borders",RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4075,http://www.wikidata.org/entity/Q31107230,Canmore,https://canmore.org.uk/site/59583,http://hillforts.arch.ox.ac.uk/records/SC4075.html
4076,"Milne Graden, Scottish Borders (Hamilton House; Milne Graden Policies)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4076,http://www.wikidata.org/entity/Q31107364,Canmore,https://canmore.org.uk/site/59584,http://hillforts.arch.ox.ac.uk/records/SC4076.html
4077,"Hatchednize, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4077,http://www.wikidata.org/entity/Q31107246,Canmore,https://canmore.org.uk/site/59634,http://hillforts.arch.ox.ac.uk/records/SC4077.html
4078,"Hirsel Law, Scottish Borders (The Hirsel Policies)","Aspinall, A (1985) 'Geophysical Survey on Hirsel Law 1982-84'. Universities of Durham and Newcastle upon Tyne, Archaeological Reports 8 (1985), 58-65 Welfare, H (1978) 'Jigsaw puzzle and dustbin: air photography and the Iron Age in southern Scotland'. Scot Archaeol Forum 10 (1978), 1-11",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4078,http://www.wikidata.org/entity/Q31107390,Canmore,https://canmore.org.uk/site/59635,http://hillforts.arch.ox.ac.uk/records/SC4078.html
4079,"Coldstream, Scottish Borders","Milne Home, D (1862) 'Notices of the remains of ancient camps on both banks of the River Tweed, near Milne-Graden'. Hist Berwickshire Natur Club 4 (1857-62), 454-58",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4079,http://www.wikidata.org/entity/Q31107263,Canmore,https://canmore.org.uk/site/59636,http://hillforts.arch.ox.ac.uk/records/SC4079.html
4080,"Hatchednize, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4080,http://www.wikidata.org/entity/Q31107270,Canmore,https://canmore.org.uk/site/59615,http://hillforts.arch.ox.ac.uk/records/SC4080.html
4081,"Ninewells, Scottish Borders",RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4081,http://www.wikidata.org/entity/Q31107280,Canmore,https://canmore.org.uk/site/59685,http://hillforts.arch.ox.ac.uk/records/SC4081.html
4082,"Stuartslaw, Scottish Borders","Carr, A A. (1836) A history of Coldingham Priory. Edinburgh RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh Stat Acct (date) Statistical Account of Scotland: Drawn up from the Communications of the Ministers of the Different Parishes (Sinclair, J ed), 1791-99",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4082,http://www.wikidata.org/entity/Q31107290,Canmore,https://canmore.org.uk/site/59686,http://hillforts.arch.ox.ac.uk/records/SC4082.html
4083,"Oldcastles, Scottish Borders (Billiemire Burn)","Stat Acct (date) Statistical Account of Scotland: Drawn up from the Communications of the Ministers of the Different Parishes (Sinclair, J ed), 1791-99",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4083,http://www.wikidata.org/entity/Q31107399,Canmore,https://canmore.org.uk/site/59655,http://hillforts.arch.ox.ac.uk/records/SC4083.html
4084,"Billie Mains, Scottish Borders (Auchencrow Mains)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4084,http://www.wikidata.org/entity/Q31107403,Canmore,https://canmore.org.uk/site/59657,http://hillforts.arch.ox.ac.uk/records/SC4084.html
4085,"Allt Fawr, Pembrokeshire","RCAHMW, 2013. Allt Fawr promontory fort, Clyncemmaes. Archaeol Wales. 52, 172.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4085,http://www.wikidata.org/entity/Q31108769,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA4085.html
4086,"Maines South Lodge, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4086,http://www.wikidata.org/entity/Q31107297,Canmore,https://canmore.org.uk/site/288329,http://hillforts.arch.ox.ac.uk/records/SC4086.html
4087,"Pwll-y-Rhyd, Powys","RCAHMW 2013. Pwll-y-Rhyd, possible Iron Age hillfort, Ystradfellte. Archaeol Wales, 52, 172.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4087,http://www.wikidata.org/entity/Q31065249,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA4087.html
4088,"Marden, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4088,http://www.wikidata.org/entity/Q31107300,Canmore,https://canmore.org.uk/site/129631,http://hillforts.arch.ox.ac.uk/records/SC4088.html
4089,"Mullock Bridge West, Pembrokeshire","RCAHMW, 2014. Mullock Bridge West inland promontory fort and circular enclosure. Archaeol Wales, 53, 163, Fig. 14.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4089,http://www.wikidata.org/entity/Q31108777,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA4089.html
4090,"Borough Head, Pembrokeshire","RCHAMW, 2014. Borough Head coastal promontory fort. Archaeol Wales, 53, 168.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4090,http://www.wikidata.org/entity/Q31108782,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA4090.html
4091,"Mouth Bridge, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4091,http://www.wikidata.org/entity/Q31107304,Canmore,https://canmore.org.uk/site/59758,http://hillforts.arch.ox.ac.uk/records/SC4091.html
4092,"Haly Jo, Lumsdaine, Scottish Borders (Shilments Field)","Kinghorn, R (1935) 'Unrecorded Berwickshire antiquities, being the Chalmers-Jervise Prize essay for 1933'. Proc Soc Antiq Scot 69 (1934-5), 157-67",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4092,http://www.wikidata.org/entity/Q31107412,Canmore,https://canmore.org.uk/site/59789,http://hillforts.arch.ox.ac.uk/records/SC4092.html
4093,"Lowries Knowes, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4093,http://www.wikidata.org/entity/Q31107422,Canmore,https://canmore.org.uk/site/59796,http://hillforts.arch.ox.ac.uk/records/SC4093.html
4094,"Earn's Heugh Nw, Scottish Borders (Tun Law)","Childe, V G, & Forde, D (1932) 'Excavations in two Iron Age Forts at Earn's Heugh, near Coldingham'. Proc Soc Antiq Scot 66 (1931-2), 152-83 Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  Feachem, R W (1963) A guide to prehistoric Scotland. Batsford: London NSA (1834-1845) The new statistical account of Scotland by the ministers of the respective parishes under the superintendence of a committee of the society for the benefit of the sons and daughters of the clergy. RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4094,http://www.wikidata.org/entity/Q31107424,Canmore,https://canmore.org.uk/site/59800,http://hillforts.arch.ox.ac.uk/records/SC4094.html
4095,"Earn's Heugh Se, Scottish Borders (Tun Law; Yearns Heugh; Earnsheugh)","Childe, V G, & Forde, D (1932) 'Excavations in two Iron Age Forts at Earn's Heugh, near Coldingham'. Proc Soc Antiq Scot 66 (1931-2), 152-83 Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  Feachem, R W (1963) A guide to prehistoric Scotland. Batsford: London NSA (1834-1845) The new statistical account of Scotland by the ministers of the respective parishes under the superintendence of a committee of the society for the benefit of the sons and daughters of the clergy. RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4095,http://www.wikidata.org/entity/Q31107426,Canmore,https://canmore.org.uk/site/59800,http://hillforts.arch.ox.ac.uk/records/SC4095.html
4096,"Coldingham Loch, Scottish Borders (Biter's Craig)","Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  Feachem, R W (1963) A guide to prehistoric Scotland. Batsford: London RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4096,http://www.wikidata.org/entity/Q31107428,Canmore,https://canmore.org.uk/site/59770,http://hillforts.arch.ox.ac.uk/records/SC4096.html
4097,"Lumsdaine Dean, Scottish Borders (Dowlaw Burn; Lumsdain Dean)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4097,http://www.wikidata.org/entity/Q31107358,Canmore,https://canmore.org.uk/site/267726,http://hillforts.arch.ox.ac.uk/records/SC4097.html
4098,"Lumsdaine Dean, Scottish Borders (Dowlaw Burn; Lumsdain Dean)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4098,http://www.wikidata.org/entity/Q31107360,Canmore,https://canmore.org.uk/site/267733,http://hillforts.arch.ox.ac.uk/records/SC4098.html
4099,"East Reston Mill, Scottish Borders (East Reston)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4099,http://www.wikidata.org/entity/Q31107467,Canmore,https://canmore.org.uk/site/59901,http://hillforts.arch.ox.ac.uk/records/SC4099.html
4100,"Ferneycastle, Scottish Borders (Ferney Castle)",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4100,http://www.wikidata.org/entity/Q31107372,Canmore,https://canmore.org.uk/site/59904,http://hillforts.arch.ox.ac.uk/records/SC4100.html
4101,"Coveyheugh, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4101,http://www.wikidata.org/entity/Q31107382,Canmore,https://canmore.org.uk/site/241409,http://hillforts.arch.ox.ac.uk/records/SC4101.html
4103,"Greenwood, Scottish Borders",NA,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4103,http://www.wikidata.org/entity/Q31107478,Canmore,https://canmore.org.uk/site/59916,http://hillforts.arch.ox.ac.uk/records/SC4103.html
4104,"Marygoldhill Plantation, Scottish Borders (Marygold Plantation; Bunkle Edge)","Feachem, R W (1963) A guide to prehistoric Scotland. Batsford: London Lynn, F (1897) 'Bunkle Edge forts'. Hist Berwickshire Natur Club 15 (1894-5), 365-76 RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh Strong, P (1988) 'Pit alignment and earthworks between Marygoldhill Plantation and Drakemire, Berwickshire'. Proc Soc Antiq Scot 118 (1988), 111-29",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4104,http://www.wikidata.org/entity/Q31107492,Canmore,https://canmore.org.uk/site/59927,http://hillforts.arch.ox.ac.uk/records/SC4104.html
4105,"Marygoldhill Plantation, Scottish Borders (Marygold Plantation; Bunkle Edge)","Christison, D (1895) 'The forts of Selkirk, the Gala Water, the Southern slopes of the Lammermoors, and the north of Roxburgh'. Proc Soc Antiq Scot 29 (1894-50), 108-79  Lynn, F (1897) 'Bunkle Edge forts'. Hist Berwickshire Natur Club 15 (1894-5), 365-76 RCAHMS (1909) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. First report and Inventory of Monuments and Constructions in the County of Berwick. HMSO: Edinburgh.  RCAHMS (1915) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Sixth report and Inventory of Monuments and Constructions in the County of Berwick (Revised Issue). HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C4105,http://www.wikidata.org/entity/Q31107539,Canmore,https://canmore.org.uk/site/59938,http://hillforts.arch.ox.ac.uk/records/SC4105.html
