Atlas_Number,Investigations_Display_Name,Investigations_Date,Investigations_Type,Investigations_Comments,Investigations_Date_From,Investigations_Date_To
3166,SC3166,1956,1st Identified Map Depiction,Visited by the OS,1956,1956
3166,SC3166,1964,Other,Visited by the OS,1964,1964
3166,SC3166,1964,Other,Scheduled,1964,1964
3166,SC3166,1974,Other,Revised at 1,1974,1974
3166,SC3166,2012,Other,Visited by RCAHMS,2012,2012
3166,SC3166,2013,Other,Re-Scheduled,2013,2013
3167,SC3167,1995,1st Identified Written Reference,Discovered by Peter Yeoman (then Fife Regional Archaeologist) with Barbara Crawford (Historian and archaeologist) and Simon Taylor (Placename specialist) (Yeoman 1995),1995,1995
3168,SC3168,1984,1st Identified Written Reference,First Photographed in RCAHMS Aerial Survey Programme,1984,1984
3169,SC3169,1952,1st Identified Written Reference,"First noted and visited by Kenneth Steer, but subsequently dismissed as natural vegetation marks",1952,1952
3169,SC3169,1956,Other,Visited by the OS,1956,1956
3169,SC3169,1984,Other,Photographed by RCAHMS Aerial Survey Programme,1984,1984
3170,SC3170,1975,1st Identified Written Reference,Description by Duncan Ross (1975),1975,1975
3170,SC3170,2014,Other,Photograph of hillock,2014,2014
3171,SC3171,1854,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 6-inch map (Fife 1855, sheet 2)",1854,1854
3171,SC3171,1893,Other,"Depicted on the OS 25-inch map (Fifeshire 1894, 4.6)",1893,1893
3171,SC3171,1925,Earthwork Survey,"Plan and description (RCAHMS 1933, 151, no.269, fig 295; RCAHMS FID 30/1-2)",1925,1925
3171,SC3171,1935,Other,Scheduled,1935,1935
3171,SC3171,1951,Other,Visited during RCAHMS Survey of Marginal Lands,1951,1951
3171,SC3171,1964,Other,Visited by the OS,1964,1964
3171,SC3171,1974,Other,Revised at 1,1974,1974
3172,SC3172,1951,1st Identified Written Reference,Identified from Vertical Aerial Photographs during RCAHMS Survey of Marginal Lands,1951,1951
3172,SC3172,1968,Other,Visited by the OS,1968,1968
3172,SC3172,1978,Other,Recorded by RCAHMS Aerial Survey Programme,1978,1978
3173,SC3173,1954,Earthwork Survey,Plan and description for RCAHMS Survey of Marginal Lands (RCAHMS FID 7/1 & DP 158216),1954,1954
3173,SC3173,1956,Other,Visited by the OS,1956,1956
3173,SC3173,1964,1st Identified Map Depiction,Surveyed at 1,1964,1964
3173,SC3173,1996,Other,Visited during Coastal Assessment Survey (RCAHMS MS2669/2),1996,1996
3173,SC3173,2002,Other,Scheduled,2002,2002
3174,SC3174,1968,Other,Visited by the OS but nothin was visible,1968,1968
3174,SC3174,1976,1st Identified Written Reference,First identified by RCAHMS Aerial Survey Programme (Welfare 1980),1976,1976
3174,SC3174,1996,Other,Scheduled,1996,1996
3175,SC3175,1976,1st Identified Written Reference,First identified by RCAHMS Aerial Survey Programme,1976,1976
3176,SC3176,1952,Earthwork Survey,Plans and description for RCAHMS Survey of Marginal Lands (RCAHMS FID 8/1 & DP158217),1952,1952
3176,SC3176,1953,1st Identified Map Depiction,Visited by the OS,1953,1953
3176,SC3176,1967,Other,Surveyed at 1,1967,1967
3176,SC3176,1991,Other,Description by RCAHMS,1991,1991
3176,SC3176,2001,Other,Scheduled,2001,2001
3176,SC3176,2015,Earthwork Survey,Survey by AOC Archaeology,2015,2015
3177,SC3177,1989,1st Identified Written Reference,First photographed by the RCAHMS Aerial Survey Programme,1989,1989
3177,SC3177,2011,Other,Scheduled,2011,2011
3178,SC3178,1854,1st Identified Map Depiction,"Annotated 'Supposed Site of a Fort' on the 1st edition OS 6-inch map (Fife 1856, sheet 34)",1854,1854
3178,SC3178,1925,Earthwork Survey,"Plan and description (RCAHMS 1933, 127-7, no.207, fig 262; RCAHMS FID 25/1-2)",1925,1925
3178,SC3178,1939,Other,Scheduled,1939,1939
3178,SC3178,1945,Excavation,Excavations on the defences by A H A Hogg (1951),1945,1945
3178,SC3178,1945,Earthwork Survey,"Plan by A H A Hogg (1951, 166, fig 5)",1945,1945
3178,SC3178,1951,Other,"Visited during RCAHMS Survey of Marginal Lands (Feachem 1963, 124)",1951,1951
3178,SC3178,1961,1st Identified Map Depiction,Surveyed at 1,1961,1961
3178,SC3178,1988,Earthwork Survey,Of the fort and shielings in the vicinity by Edinburgh University (Archive and drawing held by RCAHMS),1988,1988
3178,SC3178,1991,Other,Description by RCAHMS,1991,1991
3179,SC3179,1794,1st Identified Written Reference,"Noted (Stat Acct x, 1794, 312)",1794,1794
3179,SC3179,1853,Other,"Noted in the OS Name Book (Fife, No.126, p 1), but curiously omitted from the 1st and 2nd edition OS 6-inch map",1853,1853
3179,SC3179,1952,Earthwork Survey,Plan and description by RCAHMS Survey of Marginal Lands (RCAHMS FID 13/1 & DP158228),1952,1952
3179,SC3179,1953,1st Identified Map Depiction,Visited by the OS,1953,1953
3179,SC3179,1991,Other,Description by RCAHMS,1991,1991
3179,SC3179,2001,Other,Scheduled,2001,2001
3180,SC3180,1874,1st Identified Map Depiction,Surveyed at 1,1874,1874
3180,SC3180,1974,1st Identified Written Reference,Reported to the OS by Gordon Maxwell of RCAHMS,1974,1974
3180,SC3180,1991,Other,Description by RCAHMS,1991,1991
3181,SC3181,1792,1st Identified Written Reference,"Noted as Agricola's Camp (Stat Acct ii, 1792 429)",1792,1792
3181,SC3181,1854,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 6-inch map (Fife 1856, sheet 36)",1854,1854
3181,SC3181,1925,Other,"Description (RCAHMS 1933, 42-3, no.75)",1925,1925
3181,SC3181,1952,Earthwork Survey,"Plan and description for RCAHMS Survey of Marginal Lands; the varoius plans have been inked with the N point facing S, and it is clear from edits on the typescript description that Kenneth Steer was confused (RCAHMS FID 5/1-4 & DP158212-15; Feachem 1955, 75; 1963, 124-5)",1952,1952
3181,SC3181,1964,Other,Scheduled,1964,1964
3181,SC3181,1974,Other,Revised at 1,1974,1974
3182,SC3182,2008,1st Identified Written Reference,First photographed by RCAHMS Aerial Survey Programme,2008,2008
3183,EN3183,1843,1st Identified Map Depiction,OS map.,1843,1843
3183,EN3183,1977,Other,Field evaluation Ferguson et al.,1977,1977
3183,EN3183,2010,LiDAR Survey,LiDAR survey covering mid-Cheshire Ridge for Habitats and Hilforts Landscape Partnership Scheme.,2010,2010
3183,EN3183,2011,Geophysical Survey,"I.P Brooks, Engineering Archaeological Services with A.H.C. Bray, University of Leicester.",2011,2011
3183,EN3183,2011,Other,"Investigation and desk survey, A.H.C. Bray, University of Leicester.",2011,2011
3183,EN3183,1874-1879,Other,OS 1,1874,1879
3184,EN3184,1955,Excavation,J.D. Bu'Lock.,1955,1955
3184,EN3184,1964,Excavation,J. Forde-Johnston.,1964,1964
3184,EN3184,2009,Geophysical Survey,Liverpool University.,2009,2009
3184,EN3184,2010,Earthwork Survey,Habitats and Hillforts Landscape Partnership Scheme.,2010,2010
3184,EN3184,2010,LiDAR Survey,Habitats and Hillforts Landscape Partnership Scheme.,2010,2010
3184,EN3184,2010,Excavation,Habitats and Hillforts Landscape Partnership Scheme team.,2010,2010
3184,EN3184,1873-1874,1st Identified Map Depiction,OS map.,1873,1874
3185,EN3185,1981,Geophysical Survey,For previous years excavations of P. Hough.,1981,1981
3185,EN3185,2008,Other,Watching Briefs - Matrix Archaeology.,2008,2008
3185,EN3185,2009,LiDAR Survey,null,2009,2009
3185,EN3185,1874-1875,1st Identified Map Depiction,OS map.,1874,1875
3185,EN3185,1968-1973,Excavation,L. Keen.,1968,1973
3185,EN3185,1975-85,Excavation,P. Hough,1975,1985
3185,EN3185,2007-2011,Other,Habitats and Hillforts Landscape Partnership Scheme.,2007,2011
3185,EN3185,"2009, 2010",Geophysical Survey,Engineering Archaeological Services.,2009,2010
3186,EN3186,1873,1st Identified Map Depiction,OS map.,1873,1873
3186,EN3186,2009,Earthwork Survey,Measured survey by West Yorkshire Archaeological Service.,2009,2009
3186,EN3186,2009,Excavation,Training excavations by Habitats and Hillforts team and Liverpool University.,2009,2009
3186,EN3186,2009,LiDAR Survey,null,2009,2009
3186,EN3186,"1949, 1951",Excavation,T.G.E. Powell and G. Webster.,1949,1951
3186,EN3186,2007-2011,Other,Habitats and Hillforts Landscape Partnership Scheme.,2007,2011
3186,EN3186,c.2009,Other,OSL dating Habitats and Hillforts Partnership Scheme.,2009,2009
3187,EN3187,1875,1st Identified Map Depiction,OS map.,1875,1875
3187,EN3187,1882,1st Identified Written Reference,G. Ormerod 'History of Cheshire'.,1882,1882
3187,EN3187,1987,Earthwork Survey,null,1987,1987
3187,EN3187,2004,Geophysical Survey,null,2004,2004
3187,EN3187,2006,Other,Watching Brief Gifford and Partners.,2006,2006
3187,EN3187,2009,LiDAR Survey,null,2009,2009
3187,EN3187,1935-1938,Excavation,W.J. Varley,1935,1938
3187,EN3187,2007-2011,Other,Habitats and Hillforts Landscape Partnership Scheme.,2007,2011
3187,EN3187,c.2012,Excavation,Liverpool University.,2012,2012
3188,EN3188,1810,Other,Antiquarian reference to find.,1810,1810
3188,EN3188,1882,Other,Description by G. Omerod in his 'History of Cheshire'.,1882,1882
3188,EN3188,1973,Excavation,D.G. Coombs and D. Combes.,1973,1973
3188,EN3188,1996,Geophysical Survey,"Resistivity survey A. Quarterman, University of Durham.",1996,1996
3188,EN3188,2009,LiDAR Survey,null,2009,2009
3188,EN3188,2010,Geophysical Survey,Archaeophysica resistivity and caesium magnetometry surveys Habitats and Hillforts Partnership Scheme.,2010,2010
3188,EN3188,2010,Geophysical Survey,"Chester University training exercise, M. Gondek.",2010,2010
3188,EN3188,2011,Excavation,Habitats and Hillforts training excavation.,2011,2011
3188,EN3188,1874-1875,1st Identified Map Depiction,OS map.,1874,1875
3188,EN3188,2007-2011,Other,Habitats and Hillforts Landscape Partnership Scheme.,2007,2011
3189,EN3189,1882,1st Identified Written Reference,Description by G. Ormerod in his 'History of Cheshire'.,1882,1882
3189,EN3189,1996,Geophysical Survey,AML,1996,1996
3189,EN3189,2010,LiDAR Survey,Habitats and Hillforts Partnership Scheme.,2010,2010
3189,EN3189,2011,Geophysical Survey,Engineering Archaeological Services.,2011,2011
3189,EN3189,1874-1875,1st Identified Map Depiction,OS map.,1874,1875
3189,EN3189,1934-1935,Excavation,W.J. Varley.,1934,1935
3189,EN3189,1980-1981,Excavation,J. Taylor.,1980,1981
3189,EN3189,2007-2011,Other,Habitats and Hillforts Landscape Partnership Scheme,2007,2011
3189,EN3189,2007-2011,Other,Habitats and Hillforts Landscape Partnership Scheme.,2007,2011
3189,EN3189,c.2011,Earthwork Survey,West Yorkshire Archaeology Service.,2011,2011
3190,EN3190,1875,1st Identified Map Depiction,OS map.,1875,1875
3190,EN3190,1978,Other,Evaluation and ground survey Brown et al.,1978,1978
3190,EN3190,2005-2006,Earthwork Survey,"Ground surveys on site and to N (Crawford-Coup 2014, 42-3).",2005,2006
3190,EN3190,2005-2006,Geophysical Survey,"150m to N of fort (Crawford-Coup 2014, 42-3).",2005,2006
3192,EN3192,1875,1st Identified Map Depiction,OS map.,1875,1875
3192,EN3192,1960,Excavation,J. Forde-Johnston.,1960,1960
3197,SC3197,1993,1st Identified Written Reference,First photographed by RCAHMS Aerial Survey Programme,1993,1993
3198,EN3198,1988,Other,First seen as cropmark.,1988,1988
3198,EN3198,1993,Excavation,J. Miller - no details.,1993,1993
3199,EN3199,1810,1st Identified Written Reference,Site first mentioned by Rev William Marriott in his 'Antiquities of Lyme',1810,1810
3199,EN3199,1995,Other,Parch marks noted by J. and A. Hearle.,1995,1995
3199,EN3199,1998,Geophysical Survey,Resistivity survey Manchester University Archaeological Unit.,1998,1998
3199,EN3199,1998-2009,Excavation,Manchester University Archaeological Unit and Mellor Archaeological Trust..,1998,2009
3200,EN3200,1986,Other,First observation by N.J. Higham.,1986,1986
3200,EN3200,1986-1988,Excavation,"M. Nevell, Greater Manchester Archaeological Unit.",1986,1988
3200,EN3200,1986-1988,Geophysical Survey,Greater Manchester Archaeological Unit.,1986,1988
3201,EN3201,1751,1st Identified Written Reference,Thomas Percival mention of site.,1751,1751
3201,EN3201,1795,Other,John Aitkin mention of 'entrenchment'.,1795,1795
3201,EN3201,1991,Geophysical Survey,North West Archaeological Services for Bury M.B.C.,1991,1991
3201,EN3201,"1960s, 1984-1986",Excavation,Bury Archaeological Group.,1960,1986
3201,EN3201,1984-1986,Geophysical Survey,Bury Archaeological Group.,1984,1986
3201,EN3201,1984-1986,Earthwork Survey,Bury Archaeological Group.,1984,1986
3201,EN3201,1991-1992,Other,"Field survey and evaluation, M Fletcher.",1991,1992
3202,SC3202,1854,1st Identified Map Depiction,"Annotated Fort on 1st edition OS 6-inch map (Fife, 1856, sheet 30)",1854,1854
3202,SC3202,1927,Other,"Description (RCAHMS 1933, 290, no.548)",1927,1927
3202,SC3202,1952,Earthwork Survey,"Plan and description (RCAHMS KRD 11/1-2 & DP160418-9; Feachem 1963, 128-9)",1952,1952
3202,SC3202,1974,Other,Surveyed at 1,1974,1974
3202,SC3202,1991,Other,Description by RCAHMS (SH),1991,1991
3203,SC3203,1854,1st Identified Map Depiction,"Annotated 'Supposed British Fastness' in italics on the 1st edition OS 6-inch map (Fife 1856, sheet 30; Name Book, Kinross-shire, No.4, p 33)",1854,1854
3203,SC3203,1903,Other,"Noted by John Abercromby (1905, 179)",1903,1903
3203,SC3203,1904,Excavation,"Of the cairn by John Abercromby (1905, 179-81)",1904,1904
3203,SC3203,1927,Earthwork Survey,"Plan and description (RCAHMS 1933, 290, no.549, fig 453; RCAHMS KRD 4/1-2 & DP053138, DP160417)",1927,1927
3203,SC3203,1936,Other,Scheduled,1936,1936
3203,SC3203,1951,Other,"Visited during RCAHMS Survey of Marginal Lands (Feachem 1963, 129)",1951,1951
3203,SC3203,1974,Other,Surveyed at 1,1974,1974
3203,SC3203,1991,Other,Description by RCAHMS (SH),1991,1991
3203,SC3203,2014,Other,Visited by SH to review (and discard) a possible outer enclosure,2014,2014
3204,SC3204,1650,1st Identified Written Reference,"Mentioned by James Balfour In the 17th century (Sibbald 1803, 279-80)",1650,1650
3204,SC3204,1854,1st Identified Map Depiction,"Annotated Camp on the 1st edition OS 6-inch map (Fife 1856, sheet 30)",1854,1854
3204,SC3204,1927,Other,"Description (RCAHMS 1933, 306-7, no.583)",1927,1927
3204,SC3204,1954,Earthwork Survey,"Plan and description (RCAHMS FID 14/1-3 & DP 158229-31; Feachem 1963, 128)",1954,1954
3204,SC3204,1959,Other,Visited by the OS,1959,1959
3204,SC3204,1991,Other,Visited by RCAHMS (SH),1991,1991
3204,SC3204,2000,Other,Scheduled,2000,2000
3205,SC3205,1857,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Dumfries 1861, sheet 33.6)",1857,1857
3205,SC3205,1912,Other,"Description by Alexander Curle for the Dumfriesshire Inventory (RCAHMS 1920, 117-18, no.320)",1912,1912
3205,SC3205,1955,Other,"Visited by RCAHMS for Survey of Marginal Lands (Feachem 1955, 65)",1955,1955
3205,SC3205,1972,Other,Revised at 1,1972,1972
3205,SC3205,1991,Earthwork Survey,"Plan and description (RCAHMS 1997, 68-9 fig 64, 71; RCAHMS DC32413, DC32577, DC32165 & SC381979, SC1351814)",1991,1991
3205,SC3205,2003,Other,Scheduled,2003,2003
3206,SC3206,1959,1st Identified Map Depiction,First identified by the OS from vertical aerial photographs and visited,1959,1959
3206,SC3206,1991,Earthwork Survey,"Plan and description (RCAHMS 1997, 68-9 fig 64, 71; RCAHMS DC32397, DC32578, DC32165 & SC381980, SC1348576)",1991,1991
3206,SC3206,2003,Other,Scheduled,2003,2003
3207,SC3207,1959,1st Identified Map Depiction,Description and visited by the OS,1959,1959
3207,SC3207,1973,Other,Surveyed at 1,1973,1973
3207,SC3207,1990,Other,Visited by RCAHMS,1990,1990
3208,SC3208,1857,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Dumfries 1861, sheet 16.14)",1857,1857
3208,SC3208,1890,Earthwork Survey,"Plan and description by David Christison (1891, 241-2, fig.19)",1890,1890
3208,SC3208,1912,Earthwork Survey,"Plan and description (RCAHMS 1920, 401-2, no.401, fig 96; RCAHMS DFD 12/1)",1912,1912
3208,SC3208,1973,Other,Resurveyed at 1,1973,1973
3208,SC3208,1978,Other,Visited by the OS,1978,1978
3208,SC3208,1990,Earthwork Survey,"Plan and description (RCAHMS 1997, 64 fig 59, 66; RCAHMS DC32380 & SC1346391, DC32521 & SC381967, DC 32161)",1990,1990
3208,SC3208,2011,Other,Scheduled,2011,2011
3209,SC3209,1912,1st Identified Written Reference,"Description By Alexander Curle (RCAHMS 1920, 139-40, no.402)",1912,1912
3209,SC3209,1973,1st Identified Map Depiction,Surveyed at 1,1973,1973
3209,SC3209,1978,Other,"Visited by the OS but nothing found under dense afforestation (see also Jackson, 27, no.xii)",1978,1978
3209,SC3209,1990,Other,"Visited by RCAHMS, but still under dense trees",1990,1990
3210,SC3210,1857,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Dumfries 1861, sheet 24.3)",1857,1857
3210,SC3210,1890,Earthwork Survey,"Plan and description by David Christison (1891, 242-3, fig 20)",1890,1890
3210,SC3210,1912,Other,"Description by Alexander Curle (RCAHMS 1920, 141-2, no.406)",1912,1912
3210,SC3210,1962,Other,Scheduled,1962,1962
3210,SC3210,1973,Other,Resurveyed at 1,1973,1973
3210,SC3210,1978,Other,Visited by the OS,1978,1978
3210,SC3210,1990,Earthwork Survey,"Plan and description (RCAHMS 1997, 65, fig 59; RCAHMS DC32365 & SC1346210, DC32606 & SC381968)",1990,1990
3211,SC3211,1857,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 6-inch map (Dumfriesshire 1861, sheet 9)",1857,1857
3211,SC3211,1890,Earthwork Survey,"Plan and description by David Christison (1891, 232-4, fig 14)",1890,1890
3211,SC3211,1898,Other,"Depicted on the OS 25-inch map (Dumfriesshire 1899, sheet 9.10)",1898,1898
3211,SC3211,1912,Other,"Description by Alexander Curle (RCAHMS 1920, 172-3, no.486)",1912,1912
3211,SC3211,1937,Other,Scheduled,1937,1937
3211,SC3211,1959,Other,Visited by the OS,1959,1959
3211,SC3211,1973,Other,Resurveyed at 1,1973,1973
3211,SC3211,1991,Earthwork Survey,"Plan and description (RCAHMS 1997, 135, fig 132; RCAHMS DC32384 & SC 1346440, DC32626, DC32211)",1991,1991
3212,SC3212,1857,1st Identified Map Depiction,"Annotated Camp in Roman type on the 1st edition OS 25-inch map (Dumfries 1861, sheet 9.7)",1857,1857
3212,SC3212,1890,Earthwork Survey,"Plan and description by David Christison (1891, 231-2, fig 12)",1890,1890
3212,SC3212,1912,Other,"Description by Alexander Curle (RCAHMS 1920, 173, no.487)",1912,1912
3212,SC3212,1955,Earthwork Survey,"Plan and description for RCAHMS Survey of Marginal Lands (RCAHMS DFD 5/1-2 & DP160655-6; Feachem 1963, 118; 1965, 181-2)",1955,1955
3212,SC3212,1973,Other,Resurveyed at 1,1973,1973
3212,SC3212,1978,Other,Visited by the OS,1978,1978
3212,SC3212,1991,Earthwork Survey,"Plan and description (RCAHMS 1997, 166, fig 178; RCAHMS DC 32386 & SC 1346442, DC 32522, DC 32212)",1991,1991
3212,SC3212,1995,Other,Scheduled,1995,1995
3213,SC3213,1804,1st Identified Map Depiction,Depicted on William Crawford's Map of Dumfriesshire,1804,1804
3213,SC3213,1857,Other,"Annotated Fort on the 1st edition OS 25-inch map (Dumfries 1861, sheet 9.11)",1857,1857
3213,SC3213,1890,Earthwork Survey,"Plan and description by David Christison, attributed in the text to Mr J Christison (1891, 232-3, fig 13)",1890,1890
3213,SC3213,1912,Earthwork Survey,"David Christison's plan redrawn with a description by Alexander Curle (RCAHMS 1920, 172, no.485; RCAHMS DFD 8/1 & DP161158)",1912,1912
3213,SC3213,1973,Other,Resurveyed at 1,1973,1973
3213,SC3213,1991,Earthwork Survey,"Plan and description (RCAHMS 1997, 135, fig 132)",1991,1991
3213,SC3213,1995,Other,Scheduled,1995,1995
3214,SC3214,1857,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Dumfries 1861, sheet 16.8)",1857,1857
3214,SC3214,1890,Other,"Description by David Christison (1890, 239)",1890,1890
3214,SC3214,1912,Other,"Description by Alexander Curle (RCAHMS 1920, 176, no.500)",1912,1912
3214,SC3214,1971,Other,Surveyed at 1,1971,1971
3214,SC3214,1990,Earthwork Survey,"Plan and description (RCAHMS 1997, 153, fig 154; RCAHMS DC32327 & SC1346096, DC32513 & SC1243796)",1990,1990
3214,SC3214,2010,Other,Scheduled,2010,2010
3215,SC3215,1857,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Dumfries 1861, sheet 24.4)",1857,1857
3215,SC3215,1890,Other,"Description by David Christison (1891, 245)",1890,1890
3215,SC3215,1912,Other,"Description by Alexander Curle (RCAHMS 1920, 210-11, no.621)",1912,1912
3215,SC3215,1963,Other,Visited by the OS,1963,1963
3215,SC3215,1990,Other,Description by RCAHMS,1990,1990
3216,SC3216,1857,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Dumfries 1862, sheet 18.9; Name Book, Dumfriesshire, No.15, p 26 )",1857,1857
3216,SC3216,1912,Other,"Description by Alexander Curle (RCAHMS 1920, 68, no.171)",1912,1912
3216,SC3216,1962,Other,Revised at 1,1962,1962
3216,SC3216,1970,Earthwork Survey,Plan by George Jobey prior to 1970 (RCAHMS DFD 323/1 PO),1970,1970
3216,SC3216,1980,Other,Description by RCAHMS,1980,1980
3216,SC3216,1989,Other,Scheduled,1989,1989
3216,SC3216,1991,Earthwork Survey,"Plan and description (RCAHMS 1997, 164, fig 172; DC32435 & SC1352382, DC 32537)",1991,1991
3216,SC3216,2010,Other,Re-Scheduled,2010,2010
3217,SC3217,1859,1st Identified Map Depiction,"Annotated Camp on the 1st edition OS 6-inch map (Lanarkshire 1863, sheet 47)",1859,1859
3217,SC3217,1864,Earthwork Survey,"Sketch-plan and description (Irving and Murray 1864, 10, fig 2)",1864,1864
3217,SC3217,1889,Earthwork Survey,"Plan and description by David Christison (1890, 299-301, fig 5)",1889,1889
3217,SC3217,1959,Other,Visited by the OS under dense coniferous plantation,1959,1959
3217,SC3217,1964,Other,Scheduled,1964,1964
3217,SC3217,1970,Other,"Description (RCAHMS 1978, 96-7, no.221)",1970,1970
3217,SC3217,1980,Earthwork Survey,PLan and description after the plantation was cleared (RCAHMS LAD 222/1-2 & SC337271; Also RCAHMS record sheet MS453/21),1980,1980
3217,SC3217,1993,Other,Visited by WOSAS for woodland management,1993,1993
3218,IOM321,2010,Excavation,"Trench cut in SW of site by Centre for Manx Studies, University of Liverpool 2000 and NW interior examined.",2010,2010
3218,IOM321,2015,Other,Visited by Hillfort Study Group,2015,2015
3218,IOM321,1885-1900,1st Identified Map Depiction,null,1885,1900
3218,IOM321,1973-1981,Excavation,P.S. Gelling (unfinished).,1973,1981
3219,IOM321,1995,Other,Visited by Hillfort Study Group,1995,1995
3219,IOM321,2015,Other,Visited by Hillfort Study Group,2015,2015
3219,IOM321,1867-1868,1st Identified Map Depiction,OS map.,1867,1868
3219,IOM321,"1960-1961, 1968",Excavation,P.S. Gelling.,1960,1968
3219,IOM321,c.2013,LiDAR Survey,"Centre for Manx Studies, University of Liverpool.",2013,2013
3220,IOM322,1869,1st Identified Map Depiction,OS map.,1869,1869
3220,IOM322,1954,Other,Investigated by M.A. Cotton (with B.R.S. Megaw).,1954,1954
3220,IOM322,1995,Other,Visited by Hillfort Study Group,1995,1995
3220,IOM322,2015,Other,Visited by Hillfort Study Group,2015,2015
3220,IOM322,c.2013,LiDAR Survey,"Centre for Manx Studies, University of Liverpool.",2013,2013
3221,IOM322,1995,Other,Visited by Hillfort Study Group,1995,1995
3221,IOM322,2002,Excavation,Trial trench University of Liverpool 2002.,2002,2002
3221,IOM322,2015,Other,Visited by Hillfort Study Group,2015,2015
3221,IOM322,1867-1869,1st Identified Map Depiction,OS map.,1867,1869
3222,IOM322,1918,Other,Antiquarian investigations.,1918,1918
3222,IOM322,1945,Excavation,G. Bersu.,1945,1945
3222,IOM322,1995,Other,Visited by Hillfort Study Group,1995,1995
3222,IOM322,2015,Other,Visited by Hillfort Study Group,2015,2015
3222,IOM322,1868-1878,1st Identified Map Depiction,OS map.,1868,1878
3223,IOM322,1995,Other,Visited by Hillfort Study Group,1995,1995
3223,IOM322,1999,Other,Field survey J. Woodcock,1999,1999
3223,IOM322,2010,Other,Field visit University of Liverpool 2010.,2010,2010
3223,IOM322,2015,Other,Visited by Hillfort Study Group,2015,2015
3223,IOM322,1868-1878,1st Identified Map Depiction,OS map.,1868,1878
3223,IOM322,1953-1956,Excavation,P.S. Gelling.,1953,1956
3224,IOM322,1868,1st Identified Map Depiction,OS map.,1868,1868
3224,IOM322,1955,Other,Ordnance Survey investigation.,1955,1955
3224,IOM322,1995,Other,Visited by Hillfort Study Group,1995,1995
3224,IOM322,1999,Other,Field survey J. Woodcock.,1999,1999
3224,IOM322,2015,Other,Visited by Hillfort Study Group,2015,2015
3224,IOM322,1950-1952,Excavation,P.S. Gelling.,1950,1952
3224,IOM322,"2010, 2011",Other,Site visit University of Liverpool.,2010,2011
3225,SC3225,1726,1st Identified Written Reference,"Possibly one of two noted by Alexander Gordon (1726,115)",1726,1726
3225,SC3225,1816,1st Identified Map Depiction,"A Camp is annotated on the summit of Bizzyberry on William Forrest's map of The county of Lanark from actual survey (1816), though it may represent Toftcombs",1816,1816
3225,SC3225,1855,Other,"Noted by George Irving (1855, 15; Irving and Murray 1864, 15)",1855,1855
3225,SC3225,1889,Other,"Description by David Christison (1890, 333-4)",1889,1889
3225,SC3225,1932,Other,"Noted by James Hewat Craw who died in 1933 (RCAHMS MS28/343/4, SAS 343)",1932,1932
3225,SC3225,1967,Other,Scheduled,1967,1967
3225,SC3225,1972,Other,Surveyed at 1,1972,1972
3225,SC3225,1975,Other,"Description, but almost certainly following an earlier visit (RCAHMS 1978, 92, no.215)",1975,1975
3226,SC3226,1816,1st Identified Map Depiction,Annotated Camp on William Forrest's map of The county of Lanark from actual survey (1816),1816,1816
3226,SC3226,1858,Other,"Annotated Camp on the 1st edition OS 25-inch map (Lanark 1864, sheet 34.2)",1858,1858
3226,SC3226,1889,Earthwork Survey,"Sketch-plan and description by David Christison (1890, 235-6, fig 29)",1889,1889
3226,SC3226,1958,Earthwork Survey,Plan by RCAHMS (RCAHMS LAD 131/1),1958,1958
3226,SC3226,1967,Other,Scheduled,1967,1967
3226,SC3226,1971,Other,Resurveyed at 1,1971,1971
3226,SC3226,1975,Earthwork Survey,"Plan based on survey of 1958 and description (RCAHMS 1978, 96-97, no.222, fig 51; RCAHMS LAD 131/2)",1975,1975
3226,SC3226,2015,Other,Visited by SH,2015,2015
3227,SC3227,1793,1st Identified Written Reference,"Description (Stat Acct, vii (1793, 122)",1793,1793
3227,SC3227,1816,1st Identified Map Depiction,Annotated Camp on William Forrest's map of The county of Lanark from actual survey (1816),1816,1816
3227,SC3227,1840,Other,"Description (NSA, 6, Lanarkshire, 854)",1840,1840
3227,SC3227,1855,Other,"Description by George Irving (1855, 24; Irving and Murray, i, 1864, 22)",1855,1855
3227,SC3227,1859,Other,"Annotated Camp on the 1st edition OS 25-inch map (Lanark 1864, sheet 27.13)",1859,1859
3227,SC3227,1889,Other,"Description by David Christison (1890, 337-8)",1889,1889
3227,SC3227,1959,Earthwork Survey,Plan (RCAHMS LAD 134/1),1959,1959
3227,SC3227,1969,Earthwork Survey,"Plan based on the survey of 1959 (RCAHMS 1978, 98-9, no.225, fig 54)",1969,1969
3227,SC3227,1971,Other,Visited by the OS,1971,1971
3227,SC3227,1999,Other,Evaluation prior to afforestation in the surrounding area (Dalland 1999),1999,1999
3228,IOM322,1955,Other,OS investigation.,1955,1955
